suburb,lat,lon
DAVISTOWN,-33.485685,151.360521
GREEN POINT,-33.451762,151.360909
KINCUMBER,-33.467738,151.382147
KINCUMBER SOUTH,-33.487271,151.381035
MACMASTERS BEACH,-33.492821,151.416479
PICKETTS VALLEY,-33.456914,151.412831
SARATOGA,-33.475692,151.354149
YATTALUNGA,-33.470568,151.360536
BLACKWALL,-33.503434,151.327632
HORSFIELD BAY,-33.49347,151.299908
KOOLEWONG,-33.46632,151.31816
LITTLE WOBBY,-33.548076,151.252911
PATONGA,-33.546452,151.27119
PEARL BEACH,-33.538915,151.302813
PHEGANS BAY,-33.48859,151.308453
WONDABYNE,-33.49159,151.256944
WOY WOY,-33.485855,151.324775
WOY WOY BAY,-33.484478,151.312108
BOOKER BAY,-33.511566,151.34478
BOX HEAD,-33.536016,151.344489
DALEYS POINT,-33.50569,151.348181
EMPIRE BAY,-33.494186,151.362188
ETTALONG BEACH,-33.513696,151.335289
HARDYS BAY,-33.525157,151.35744
KILLCARE,-33.525978,151.362657
KILLCARE HEIGHTS,-33.52257,151.370994
PRETTY BEACH,-33.52536,151.351281
ST HUBERTS ISLAND,-33.495721,151.344441
UMINA BEACH,-33.528746,151.307503
WAGSTAFFE,-33.523185,151.342598
FOUNTAINDALE,-33.338303,151.392826
KANGY ANGY,-33.322397,151.395063
OURIMBAH,-33.359703,151.36965
PALM GROVE,-33.326275,151.311454
PALMDALE,-33.331864,151.373158
ALISON,-33.265998,151.403858
BUSHELLS RIDGE,-33.210392,151.476534
CEDAR BRUSH CREEK,-33.147255,151.258292
CHAIN VALLEY BAY,-33.174102,151.580195
CRANGAN BAY,-33.175697,151.590424
DOORALONG,-33.189384,151.350215
DURREN DURREN,-33.171431,151.382288
FRAZER PARK,-33.186687,151.621139
FREEMANS,-33.203791,151.595646
GWANDALAN,-33.139561,151.587572
HALLORAN,-33.239446,151.439518
HAMLYN TERRACE,-33.250574,151.469872
JILLIBY,-33.230854,151.391869
KANWAL,-33.263412,151.479653
KIAR,-33.197478,151.436954
LAKE MUNMORAH,-33.194148,151.57042
LEMON TREE,-33.146102,151.364803
LITTLE JILLIBY,-33.235928,151.349661
MANNERING PARK,-33.150538,151.537603
MARDI,-33.28342,151.404775
MOONEE,-33.166162,151.612046
POINT WOLSTONCROFT,-33.110021,151.583516
RAVENSDALE,-33.14747,151.288584
ROCKY POINT,-33.294922,151.471707
SUMMERLAND POINT,-33.139085,151.565431
TACOMA,-33.285489,151.453689
TACOMA SOUTH,-33.289592,151.457044
TUGGERAH,-33.30701,151.415901
TUGGERAWONG,-33.280657,151.476312
WADALBA,-33.273033,151.465618
WALLARAH,-33.241851,151.456522
WARNERVALE,-33.242434,151.459786
WATANOBBI,-33.269072,151.431783
WOONGARRAH,-33.246082,151.477239
WYBUNG,-33.193536,151.596796
WYEE,-33.175844,151.484958
WYEE POINT,-33.143718,151.520566
WYONG,-33.28348,151.422404
WYONG CREEK,-33.270222,151.363156
WYONGAH,-33.274859,151.49038
YARRAMALONG,-33.222529,151.277495
ERINA HEIGHTS,-33.426949,151.413211
FORRESTERS BEACH,-33.407108,151.463884
NORTH AVOCA,-33.459007,151.435833
TERRIGAL,-33.448011,151.444461
WAMBERAL,-33.418298,151.446193
BATEAU BAY,-33.381213,151.479104
BAY VILLAGE,-33.376325,151.473838
BERKELEY VALE,-33.341788,151.43163
BLUE BAY,-33.357184,151.500048
CHITTAWAY BAY,-33.32776,151.429428
CHITTAWAY POINT,-33.326616,151.463661
GLENNING VALLEY,-33.353709,151.425996
KILLARNEY VALE,-33.369601,151.459783
LONG JETTY,-33.359163,151.484178
MAGENTA,-33.313335,151.519517
SHELLY BEACH,-33.368675,151.485687
THE ENTRANCE,-33.344648,151.496394
THE ENTRANCE NORTH,-33.326254,151.511249
TOOWOON BAY,-33.35802,151.496592
TUMBI UMBI,-33.362679,151.447302
BLUE HAVEN,-33.207351,151.492751
BUDGEWOI,-33.234349,151.554753
BUDGEWOI PENINSULA,-33.21956,151.584067
BUFF POINT,-33.238196,151.535266
COLONGRA,-33.210058,151.54323
DOYALSON,-33.197168,151.521116
DOYALSON NORTH,-33.185292,151.546219
HALEKULANI,-33.223484,151.550635
SAN REMO,-33.209738,151.51616
CANTON BEACH,-33.271922,151.544045
CHARMHAVEN,-33.229912,151.502912
GOROKAN,-33.257544,151.510399
LAKE HAVEN,-33.240092,151.501928
NORAH HEAD,-33.279786,151.555053
NORAVILLE,-33.265942,151.559914
TOUKLEY,-33.265459,151.540695
BALCOLYN,-33.095642,151.553169
BONNELLS BAY,-33.107405,151.518263
BRIGHTWATERS,-33.114455,151.545925
DORA CREEK,-33.083587,151.501807
ERARING,-33.071249,151.522946
MANDALONG,-33.145241,151.414627
MIRRABOOKA,-33.108634,151.555006
MORISSET,-33.108336,151.487758
MORISSET PARK,-33.121406,151.530773
MYUNA BAY,-33.061626,151.550074
SILVERWATER,-33.101384,151.56199
WINDERMERE PARK,-33.115951,151.531184
YARRAWONGA PARK,-33.100922,151.544375
COORANBONG,-33.076609,151.453989
MARTINSVILLE,-33.055785,151.406243
WANGI WANGI,-33.071491,151.584366
BARNSLEY,-32.932412,151.590415
KILLINGWORTH,-32.934544,151.560841
WAKEFIELD,-32.956584,151.560504
BELMONT,-33.036057,151.660563
BELMONT NORTH,-33.022228,151.672028
BELMONT SOUTH,-33.05317,151.654854
CROUDACE BAY,-33.00492,151.643488
FLORAVILLE,-33.009036,151.664654
JEWELLS,-33.014125,151.683174
MARKS POINT,-33.055212,151.646098
VALENTINE,-33.008886,151.635155
BLACKSMITHS,-33.077161,151.652305
CAMS WHARF,-33.127824,151.621585
CATHERINE HILL BAY,-33.161795,151.626395
CAVES BEACH,-33.108212,151.640147
LITTLE PELICAN,-33.083828,151.641633
MIDDLE CAMP,-33.13447,151.626476
MURRAYS BEACH,-34.927534,150.766973
NORDS WHARF,-33.135175,151.603972
PELICAN,-33.078506,151.649587
PINNY BEACH,-33.132314,151.644656
SWANSEA,-33.089429,151.637046
SWANSEA HEADS,-33.09521,151.657053
ELEEBANA,-32.993626,151.635401
LAKELANDS,-32.961483,151.650876
WARNERS BAY,-32.975418,151.644682
ARCADIA VALE,-33.060343,151.575815
AWABA,-33.007739,151.543407
BALMORAL,-33.047456,151.579865
BLACKALLS PARK,-33.000441,151.584635
BOLTON POINT,-33.000417,151.610354
BUTTABA,-33.050936,151.571937
CAREY BAY,-33.027126,151.605836
COAL POINT,-33.041296,151.612172
FASSIFERN,-32.988368,151.583244
FENNELL BAY,-32.992104,151.600093
FISHING POINT,-33.050652,151.590191
KILABEN BAY,-33.024534,151.587294
RATHMINES,-33.045785,151.59415
RYHOPE,-32.989191,151.522302
TORONTO,-33.01329,151.593162
ARGENTON,-32.934813,151.630879
BOOLAROO,-32.955269,151.622332
BOORAGUL,-32.976125,151.60589
MARMONG POINT,-32.983019,151.618115
SPEERS POINT,-32.973543,151.631366
TERALBA,-32.963727,151.605035
WOODRISING,-32.982483,151.605192
CAMERON PARK,-32.933952,151.655731
CARDIFF,-32.939705,151.659343
CARDIFF HEIGHTS,-32.936219,151.672253
CARDIFF SOUTH,-32.957742,151.661447
EDGEWORTH,-32.923766,151.622249
GLENDALE,-32.926823,151.650189
MACQUARIE HILLS,-32.953151,151.647116
HOLMESVILLE,-32.913661,151.576847
SEAHAMPTON,-32.888493,151.580565
WEST WALLSEND,-32.902476,151.582846
BIRMINGHAM GARDENS,-32.890844,151.690829
ELERMORE VALE,-32.916279,151.675532
FLETCHER,-32.876573,151.637463
MARYLAND,-32.879833,151.660453
MINMI,-32.877152,151.617789
RANKIN PARK,-32.928388,151.682894
SUMMER HILL,-32.478428,151.519413
WALLSEND,-32.904103,151.667396
WALLSEND SOUTH,-32.920748,151.675016
ADAMSTOWN,-32.932538,151.72625
ADAMSTOWN HEIGHTS,-32.950984,151.717695
GARDEN SUBURB,-32.948355,151.683365
HIGHFIELDS,-32.955758,151.712668
KOTARA,-32.93995,151.694692
KOTARA SOUTH,-32.950811,151.694264
BENNETTS GREEN,-32.995468,151.689084
CHARLESTOWN,-32.965671,151.695454
DUDLEY,-32.989684,151.71958
GATESHEAD,-32.989025,151.693851
HILLSBOROUGH,-32.957981,151.67229
KAHIBAH,-32.961795,151.712351
MOUNT HUTTON,-32.985365,151.670747
REDHEAD,-33.013487,151.714385
TINGIRA HEIGHTS,-32.997187,151.669719
WHITEBRIDGE,-32.981227,151.711319
MEREWETHER,-32.942237,151.751451
MEREWETHER HEIGHTS,-32.948242,151.736231
THE JUNCTION,-32.937528,151.759625
BROADMEADOW,-32.924165,151.737829
HAMILTON NORTH,-32.912413,151.73779
MARYVILLE,-32.911844,151.753662
WICKHAM,-32.920973,151.76003
CARRINGTON,-32.916023,151.765725
FERN BAY,-32.854436,151.810346
STOCKTON,-32.91612,151.78438
ISLINGTON,-32.911915,151.745721
TIGHES HILL,-32.908014,151.751115
GEORGETOWN,-32.907814,151.7286
WARATAH,-32.908152,151.72722
WARATAH WEST,-32.89879,151.711762
JESMOND,-32.903131,151.690858
LAMBTON,-32.911447,151.707393
NORTH LAMBTON,-32.90539,151.70628
BAR BEACH,-32.939962,151.768383
COOKS HILL,-32.93413,151.769244
NEWCASTLE,-32.926357,151.78122
NEWCASTLE EAST,-32.927881,151.788039
THE HILL,-32.929808,151.777382
NEWCASTLE WEST,-32.924908,151.761141
HAMILTON,-32.924042,151.746874
HAMILTON EAST,-32.929301,151.754137
HAMILTON SOUTH,-32.934003,151.747248
KOORAGANG,-32.875728,151.74598
MAYFIELD,-32.898847,151.738544
MAYFIELD EAST,-32.900017,151.750102
MAYFIELD NORTH,-32.883841,151.739289
MAYFIELD WEST,-32.890539,151.7255
SANDGATE,-32.867845,151.708214
WARABROOK,-32.887886,151.719957
KOTARA EAST,-32.934986,151.707216
NEW LAMBTON,-32.923932,151.713174
NEW LAMBTON HEIGHTS,-32.932574,151.690553
WINDALE,-32.997694,151.681053
SHORTLAND,-32.880873,151.691533
CALLAGHAN,-35.125235,147.322357
NEWCASTLE UNIVERSITY,-32.890876,151.703024
DANGAR,-30.352158,148.890775
ALLYNBROOK,-32.363343,151.536229
BINGLEBURRA,-32.376234,151.615941
CARRABOLLA,-32.291617,151.405936
EAST GRESFORD,-32.428616,151.553227
ECCLESTON,-32.267959,151.490657
GRESFORD,-32.427031,151.537784
HALTON,-32.315135,151.514133
LEWINSBROOK,-32.442954,151.587866
LOSTOCK,-32.32626,151.459683
MOUNT RIVERS,-32.373161,151.488213
UPPER ALLYN,-32.212331,151.50897
MINIMBAH,-32.148267,152.361412
NABIAC,-32.098694,152.377769
WILLIAMTOWN RAAF,-32.797365,151.83699
CORLETTE,-32.721158,152.106782
FINGAL BAY,-32.748113,152.170141
NELSON BAY,-32.717075,152.154863
SHOAL BAY,-32.724136,152.174979
ANNA BAY,-32.776919,152.083274
BOAT HARBOUR,-32.78842,152.109056
BOBS FARM,-32.767544,152.012739
FISHERMANS BAY,-32.788423,152.090407
ONE MILE,-32.770639,152.114949
TAYLORS BEACH,-32.737002,152.05635
SALAMANDER BAY,-32.720937,152.076399
SOLDIERS POINT,-32.710492,152.064758
CAMPVALE,-32.769906,151.851897
FERODALE,-32.737609,151.841618
FULLERTON COVE,-32.841049,151.837968
MEDOWIE,-32.741486,151.86757
OYSTER COVE,-32.735352,151.952662
SALT ASH,-32.78874,151.907238
WILLIAMTOWN,-32.806831,151.844224
LEMON TREE PASSAGE,-32.730927,152.039551
MALLABULA,-32.72898,152.011748
TANILBA BAY,-32.732589,152.002389
ABERGLASSLYN,-32.694656,151.534607
ALLANDALE,-32.710687,151.42353
ANAMBAH,-32.676068,151.495133
BOLWARRA,-32.712817,151.572048
BOLWARRA HEIGHTS,-32.700579,151.584708
FARLEY,-32.729063,151.512185
GLEN OAK,-32.613853,151.70917
GOSFORTH,-32.656714,151.488152
HILLSBOROUGH,-32.636821,151.467756
HORSESHOE BEND,-32.734708,151.572608
KEINBAH,-32.760031,151.399632
LARGS,-32.702528,151.602415
LORN,-32.728578,151.557064
LOUTH PARK,-32.752138,151.55845
MAITLAND,-32.734714,151.558573
MAITLAND NORTH,-32.714976,151.528575
MAITLAND VALE,-32.677299,151.559855
MELVILLE,-32.687086,151.518995
MINDARIBBA,-32.650468,151.588499
MOUNT DEE,-32.739118,151.543831
OAKHAMPTON,-32.69783,151.557322
OAKHAMPTON HEIGHTS,-32.712551,151.554468
POKOLBIN,-32.771323,151.290973
ROSEBROOK,-32.651493,151.511329
ROTHBURY,-32.737997,151.3317
RUTHERFORD,-32.716413,151.527921
SOUTH MAITLAND,-32.742294,151.566213
TELARAH,-32.729499,151.536856
WALLALONG,-32.696224,151.649868
WINDELLA,-32.696956,151.48097
BERRY PARK,-32.755266,151.650248
BUTTERWICK,-32.658257,151.639005
CLARENCE TOWN,-32.583661,151.779596
CLIFTLEIGH,-32.784916,151.523259
DUCKENFIELD,-32.740212,151.684977
DUNS CREEK,-32.580313,151.78275
GILLIESTON HEIGHTS,-32.766353,151.527365
GLEN MARTIN,-32.53878,151.825623
GLEN WILLIAM,-32.521508,151.79757
HARPERS HILL,-32.700507,151.412711
HEDDON GRETA,-32.804507,151.509565
HINTON,-32.716588,151.651388
LOCHINVAR,-32.699039,151.45479
LUSKINTYRE,-32.64939,151.431085
MORPETH,-32.724882,151.626663
OSWALD,-32.702548,151.421295
PHOENIX PARK,-32.709593,151.629529
RAWORTH,-32.735981,151.607064
WOODVILLE,-32.676183,151.60995
BERESFIELD,-32.801094,151.657881
BLACK HILL,-32.823598,151.583655
HEXHAM,-32.830649,151.685483
LENAGHAN,-32.849201,151.627282
STOCKRINGTON,-32.861825,151.60608
TARRO,-32.808847,151.668182
THORNTON,-32.776905,151.638803
TOMAGO,-32.818383,151.757485
WOODBERRY,-32.793692,151.665395
ASHTONFIELD,-32.77382,151.601
BRUNKERVILLE,-32.948838,151.478758
BUCHANAN,-32.825353,151.529302
BUTTAI,-32.819352,151.56066
EAST MAITLAND,-32.75112,151.589963
FREEMANS WATERHOLE,-32.981679,151.483971
GREEN HILLS,-30.298341,151.801542
METFORD,-32.765913,151.6092
MOUNT VINCENT,-32.917382,151.477444
MULBRING,-32.900377,151.483
PITNACREE,-32.730455,151.593483
RICHMOND VALE,-32.871313,151.478622
TENAMBIT,-32.743257,151.604325
BALICKERA,-32.673022,151.805367
BRANDY HILL,-32.693797,151.694171
BUNDABAH,-32.662213,152.074063
CARRINGTON,-32.664342,152.018722
CELLS RIVER,-31.553043,152.062941
EAGLETON,-32.698008,151.756421
EAST SEAHAM,-32.665424,151.741458
HAWKS NEST,-32.671611,152.177506
HEATHERBRAE,-32.787426,151.732386
KARUAH,-32.654064,151.961443
LIMEBURNERS CREEK,-32.589168,151.907551
MILLERS FOREST,-32.763539,151.702595
NELSONS PLAINS,-32.702329,151.710584
NORTH ARM COVE,-32.65912,152.037583
OSTERLEY,-32.724756,151.700846
PINDIMAR,-32.684153,152.098138
RAYMOND TERRACE,-32.765051,151.743023
RAYMOND TERRACE EAST,-32.760671,151.776788
SEAHAM,-32.657672,151.721912
SWAN BAY,-32.702421,151.965498
TAHLEE,-32.667511,152.004792
TEA GARDENS,-32.667386,152.160372
TWELVE MILE CREEK,-32.635386,151.871462
ABERDARE,-32.8442,151.376514
ABERNETHY,-32.883242,151.396677
BELLBIRD,-32.859961,151.317661
BELLBIRD HEIGHTS,-32.84801,151.329529
BOREE,-33.062394,151.021701
CEDAR CREEK,-32.865953,151.191636
CESSNOCK,-32.832943,151.353993
CESSNOCK WEST,-32.840026,151.341115
CONGEWAI,-32.996509,151.301843
CORRABARE,-32.959255,151.238952
ELLALONG,-32.912261,151.311291
ELRINGTON,-32.869859,151.425092
GRETA MAIN,-32.888482,151.284361
KEARSLEY,-32.858649,151.395667
KITCHENER,-32.879602,151.36667
LAGUNA,-32.994585,151.127788
LOVEDALE,-32.772453,151.384846
MILLFIELD,-32.888506,151.264273
MORUBEN,-33.052927,150.889563
MOUNT VIEW,-32.852431,151.270297
NULKABA,-32.809622,151.349641
OLNEY,-33.03347,151.293808
PAXTON,-32.902045,151.279669
PAYNES CROSSING,-32.885782,151.102746
PELTON,-32.879521,151.301339
QUORROBOLONG,-32.92247,151.363966
SWEETMANS CREEK,-32.888045,151.190697
WOLLOMBI,-32.9376,151.142665
ABERMAIN,-32.810815,151.428668
BISHOPS BRIDGE,-32.746391,151.467064
LOXFORD,-32.797774,151.482992
NEATH,-32.827058,151.408291
SAWYERS GULLY,-32.769359,151.437112
WESTON,-32.813899,151.459018
KURRI KURRI,-32.817312,151.482952
PELAW MAIN,-32.833664,151.480398
STANFORD MERTHYR,-32.825065,151.493709
BUREEN,-32.457341,150.741969
DALSWINTON,-32.417614,150.701753
DENMAN,-32.389403,150.686422
GIANTS CREEK,-32.3264,150.548403
HOLLYDEEN,-32.33281,150.618599
KERRABEE,-32.424077,150.309048
MANGOOLA,-32.331601,150.73005
MARTINDALE,-32.454407,150.67
WIDDEN,-32.462139,150.390199
YARRAWA,-32.401201,150.586633
BORAMBIL,-31.50643,150.642146
CASSILIS,-32.007883,149.980435
MERRIWA,-32.139419,150.355719
UARBRY,-32.047263,149.765034
APPLETREE FLAT,-32.512305,150.864848
BIG RIDGE,-32.581942,151.223277
BIG YENGO,-32.975222,151.013495
BOWMANS CREEK,-32.282912,151.113873
BRIDGMAN,-32.437932,151.151748
BROKE,-32.751222,151.103474
BULGA,-32.644624,151.03792
CAMBERWELL,-32.479701,151.092002
CARROWBROOK,-32.270899,151.306284
CLYDESDALE,-32.570928,151.214234
COMBO,-32.554627,151.18248
DARLINGTON,-32.558283,151.159556
DOYLES CREEK,-32.51643,150.804343
DUNOLLY,-32.559609,151.166703
DURAL,-32.568858,150.843642
DYRRING,-32.490355,151.233795
FALBROOK,-32.408245,151.141179
FERN GULLY,-32.554319,151.198916
FORDWICH,-32.70997,151.061673
GARLAND VALLEY,-32.922725,150.72052
GLENDON,-32.586672,151.279715
GLENNIES CREEK,-32.457424,151.111864
GLENRIDDING,-32.581778,151.157167
GOORANGOOLA,-32.292105,151.175339
GOULDSVILLE,-32.573642,151.090647
GOWRIE,-32.560224,151.144183
GREENLANDS,-32.392346,151.173823
HAMBLEDON HILL,-32.59765,151.123201
HEBDEN,-32.385723,151.064804
HOWES VALLEY,-32.844284,150.835756
HOWICK,-32.416319,150.966022
HUNTERVIEW,-32.544357,151.173899
JERRYS PLAINS,-32.491864,150.904925
LEMINGTON,-32.489404,150.973392
LONG POINT,-32.568903,151.109612
MAISON DIEU,-32.535177,151.094293
MCDOUGALLS HILL,-32.551514,151.152271
MIDDLE FALBROOK,-32.449636,151.149698
MILBRODALE,-32.696346,150.979002
MIRANNIE,-32.396608,151.377575
MITCHELLS FLAT,-32.558246,151.288741
MOUNT OLIVE,-32.387126,151.227392
MOUNT ROYAL,-32.234247,151.256831
MOUNT THORLEY,-32.619373,151.10295
OBANVALE,-32.507843,151.167327
PUTTY,-32.969803,150.674177
RAVENSWORTH,-32.443258,151.054961
REDBOURNBERRY,-32.560421,151.18943
REEDY CREEK,-32.484279,151.334603
RIXS CREEK,-32.525523,151.134221
ROUGHIT,-32.566895,151.25113
SCOTTS FLAT,-32.6124,151.242339
SEDGEFIELD,-32.54412,151.244895
SINGLETON,-32.564025,151.168367
SINGLETON HEIGHTS,-32.546727,151.162145
ST CLAIR,-32.341363,151.294669
WARKWORTH,-32.548788,151.010847
WATTLE PONDS,-32.516603,151.180978
WESTBROOK,-32.457122,151.299766
WHITTINGHAM,-32.604494,151.201067
WOLLEMI,-32.989358,150.375863
WYLIES FLAT,-32.580782,151.127733
SINGLETON MILITARY AREA,-32.688569,151.180153
BAERAMI,-32.389105,150.470217
BAERAMI CREEK,-32.520217,150.454381
BENGALLA,-32.275835,150.83798
CASTLE ROCK,-32.210062,150.732863
EDDERTON,-32.380998,150.822205
GUNGAL,-32.225912,150.469254
KAYUGA,-32.206995,150.869014
LIDDELL,-32.402764,151.018323
MANOBALAI,-32.215821,150.672754
MCCULLYS GAP,-32.202913,150.978704
MUSCLE CREEK,-32.270449,150.997754
MUSWELLBROOK,-32.263323,150.888821
SANDY HOLLOW,-32.33475,150.566792
WYBONG,-32.277754,150.657226
GRETA,-32.677443,151.388741
BELFORD,-32.653434,151.275212
BRANXTON,-32.658246,151.352048
DALWOOD,-32.634345,151.418774
EAST BRANXTON,-32.655999,151.363965
ELDERSLIE,-32.591783,151.332509
LAMBS VALLEY,-32.596003,151.446425
LECONFIELD,-32.651348,151.392441
LOWER BELFORD,-32.608791,151.286484
NORTH ROTHBURY,-32.69748,151.341011
STANHOPE,-32.607338,151.388821
ABERDEEN,-32.162396,150.890118
DARTBROOK,-32.149399,150.849591
DAVIS CREEK,-32.152417,151.122519
ROSSGOLE,-32.136103,150.729162
ROUCHEL,-32.148376,151.061442
ROUCHEL BROOK,-32.183093,151.101252
UPPER DARTBROOK,-31.938204,150.697181
UPPER ROUCHEL,-32.123533,151.090225
BELLTREES,-31.993284,151.124461
BRAWBOY,-31.93927,150.635778
BUNNAN,-32.06868,150.602156
DRY CREEK,-31.900818,150.808673
ELLERSTON,-31.821731,151.30337
GLENBAWN,-32.104684,150.983991
GLENROCK,-31.666832,151.417947
GUNDY,-32.014475,150.996749
KARS SPRINGS,-31.928566,150.54748
MIDDLE BROOK,-31.934061,150.802501
MOOBI,-32.077726,150.794116
MOONAN BROOK,-31.9354,151.262562
MOONAN FLAT,-31.926434,151.235462
MURULLA,-31.837755,150.920692
OMADALE,-31.863149,151.296412
OWENS GAP,-32.025551,150.718094
PAGES CREEK,-31.709668,151.214032
PARKVILLE,-31.981159,150.865404
SCONE,-32.050707,150.867527
SEGENHOE,-32.128983,150.918335
STEWARTS BROOK,-32.001384,151.270253
TOMALLA,-31.838798,151.476941
WAVERLY,-31.875369,151.074992
WINGEN,-31.894215,150.880095
WOOLOOMA,-31.994328,151.219601
ARDGLEN,-31.734505,150.785588
BLANDFORD,-31.793098,150.928753
CRAWNEY,-31.633535,151.060479
GREEN CREEK,-31.775047,151.037157
MURRURUNDI,-31.763687,150.834935
PAGES RIVER,-31.795503,150.763836
SANDY CREEK,-31.795985,150.967371
SCOTTS CREEK,-31.726274,150.958375
TIMOR,-31.776789,151.079799
BIG JACKS CREEK,-31.773148,150.615611
BRAEFIELD,-31.559051,150.6963
CATTLE CREEK,-31.753212,150.300912
CHILCOTTS CREEK,-31.665737,150.828805
LITTLE JACKS CREEK,-31.77093,150.540776
MACDONALDS CREEK,-31.794621,150.453103
PARRAWEENA,-31.72374,150.410675
WARRAH,-31.669946,150.667254
WARRAH CREEK,-31.71574,150.651204
WILLOW TREE,-31.648589,150.726216
APPLEBY,-30.964928,150.825148
BARRY,-31.581575,151.316427
BECTIVE,-30.988172,150.772119
BITHRAMERE,-31.122884,150.767937
BOWLING ALLEY POINT,-31.397895,151.145266
CALALA,-31.129764,150.946878
CARROLL,-30.986643,150.44492
DARUKA,-31.035042,150.962594
DUNCANS CREEK,-31.381934,151.192366
DUNGOWAN,-31.214552,151.12012
EAST TAMWORTH,-31.10529,150.949994
GAROO,-31.427121,150.93302
GIDLEY,-31.006945,150.847637
GOONOO GOONOO,-31.288177,150.919699
GOWRIE,-31.333017,150.858393
HALLSVILLE,-31.025229,150.88197
HANGING ROCK,-31.484462,151.228537
HILLVUE,-31.118432,150.917009
KEEPIT,-30.886935,150.491217
KINGSWOOD,-31.16588,150.919441
LOOMBERAH,-31.225388,151.051391
MOORE CREEK,-31.004396,150.944154
NEMINGHA,-31.123654,150.990412
NORTH TAMWORTH,-31.076267,150.930058
NUNDLE,-31.462548,151.127044
OGUNBIL,-31.343763,151.289004
OXLEY VALE,-31.06203,150.900142
PIALLAMORE,-31.141698,151.029858
SOMERTON,-30.938654,150.637122
SOUTH TAMWORTH,-31.11097,150.916779
TAMINDA,-31.099235,150.900252
TAMWORTH,-31.091743,150.930821
TIMBUMBURI,-31.203391,150.917132
WALLAMORE,-31.062814,150.821314
WARRAL,-31.139251,150.877953
WEABONGA,-31.21391,151.322159
WEST TAMWORTH,-31.105379,150.898483
WESTDALE,-31.272046,150.96962
WOOLOMIN,-31.284859,151.14899
WERRIS CREEK,-31.345921,150.619915
CURRABUBULA,-31.262722,150.734256
PIALLAWAY,-31.158508,150.581385
BLACKVILLE,-31.65821,150.30281
BUNDELLA,-31.553061,150.239451
CAROONA,-31.399114,150.427946
COLLY BLUE,-31.459597,150.200081
COOMOO COOMOO,-31.593287,150.118776
PINE RIDGE,-31.4798,150.512227
QUIPOLLY,-31.4563,150.58581
QUIRINDI,-31.508146,150.680052
SPRING RIDGE,-31.498483,150.683758
WALLABADAH,-31.523266,150.758768
WARRAH RIDGE,-31.573609,150.535899
WINDY,-31.546246,150.414081
YANNERGEE,-31.40909,150.013794
DURI,-31.219024,150.819076
WINTON,-31.079338,150.763349
ATTUNGA,-30.930991,150.847933
GARTHOWEN,-30.857557,150.889261
BORAH CREEK,-30.609264,150.50534
HALLS CREEK,-30.761588,150.914624
KLORI,-30.806657,150.757082
MANILLA,-30.747753,150.72025
NAMOI RIVER,-30.639977,150.812358
NEW MEXICO,-30.744174,150.63718
RUSHES CREEK,-30.803044,150.602886
UPPER MANILLA,-30.565763,150.632502
WARRABAH,-30.483177,150.978596
WONGO CREEK,-30.718752,150.552963
BANOON,-30.527226,150.44311
BARRABA,-30.378339,150.610642
CARODA,-30.020601,150.363496
COBBADAH,-30.23171,150.578145
GULF CREEK,-30.215214,150.784262
GUNDAMULDA,-30.286927,150.715683
IRONBARK,-30.288978,150.798007
LINDESAY,-30.368649,150.351282
LONGARM,-30.489306,150.543032
MAYVALE,-30.387173,150.417028
RED HILL,-30.44902,150.630393
THIRLOENE,-30.327017,150.935024
UPPER HORTON,-30.14094,150.4471
WOODSREEF,-30.399749,150.740885
ABERFOYLE,-30.240605,152.012929
ABINGTON,-30.326739,151.240618
ARGYLE,-30.523571,151.791612
ARMIDALE,-30.514166,151.668986
BONA VISTA,-30.522294,151.639142
BOOROLONG,-30.329789,151.53254
CASTLE DOYLE,-30.586704,151.75801
DANGARSLEIGH,-30.614162,151.677892
DONALD CREEK,-30.448075,151.73312
DUMARESQ,-30.471304,151.615768
DUVAL,-30.491998,151.671187
ENMORE,-30.721541,151.731619
HILLGROVE,-30.569822,151.904484
INVERGOWRIE,-30.497561,151.498196
JEOGLA,-30.571894,152.110822
KELLYS PLAINS,-30.554866,151.633136
