city,code,Families,for all families,lon,for families with children,Average children per family,lat
McCullys Gap,12540,71,1.1,150.978704,2,None,-32.202913
Emu Heights (NSW),11417,919,1.1,150.650321,2,None,-33.735636
Jilliby,12027,431,1.1,151.349661,2.1,None,-33.235928
Stanford Merthyr,13647,163,0.6,151.493709,1.7,None,-32.825065
Buttaba,10723,312,0.8,151.571937,1.8,None,-33.050936
Thalgarrah,13810,52,0.6,151.850631,1.8,None,-30.447361
Shanes Park,13524,104,0.9,150.783287,1.9,None,-33.711305
Hoskinstown,11944,52,1,149.449817,1.9,None,-35.413703
Binda,10363,70,0.8,146.479353,2.2,None,-31.940261
West Hoxton,14246,2536,1.5,150.839967,2.1,None,-33.922272
Balgowlah Heights,10154,887,1.3,151.257401,2,None,-33.800553
Hat Head,11869,86,0.3,153.049963,1.5,None,-31.054491
Penshurst (NSW),13186,3430,0.8,151.086744,1.7,None,-33.963346
Dorroughby,11280,37,0.5,153.354936,1.6,None,-28.661713
Burrawang,10708,102,0.5,150.518264,2.1,None,-34.593302
Botany,10517,2847,0.9,151.225013,1.8,None,-33.966245
Woolbrook,14400,41,0.7,151.342556,1.8,None,-30.944911
Cams Wharf,10784,39,0.8,151.621585,1.8,None,-33.127824
Uranquinty,14055,254,0.9,147.243051,1.9,None,-35.194776
Nelligen,12920,102,0.4,150.141482,1.6,None,-35.647438
Jindabyne,12030,560,0.5,148.618871,1.7,None,-36.415074
Bungowannah,10686,42,1,146.727509,2.3,None,-36.005507
Hargraves,11854,65,0.5,149.465034,1.6,None,-32.78886
Dooralong,11276,78,0.8,151.350215,1.9,None,-33.189384
Sanctuary Point,13472,2008,0.6,150.626941,1.8,None,-35.104131
Otford,13101,101,0.9,151.003235,1.8,None,-34.213259
Kings Point,12153,169,0.7,150.437164,1.8,None,-35.372521
Chatsworth (NSW),10894,49,0.7,153.24861,2.1,None,-29.379238
Cargo,10813,156,0.8,148.808929,2,None,-33.423633
Minto,12642,3277,1.1,150.871353,1.9,None,-34.037543
Annangrove,10062,381,1.2,150.943505,2.1,None,-33.657772
Berrilee,10319,59,0.9,151.095573,2,None,-33.61497
Kempsey,12095,98,0.6,152.704273,2.1,None,-30.989117
Pambula,13140,241,0.7,149.862176,2,None,-36.943447
Berrigan,10318,291,0.5,145.812641,1.9,None,-35.65743
Kundle Kundle,12211,50,0.6,152.507064,1.8,None,-31.84893
Teven,13807,77,0.7,153.488943,2,None,-28.810482
Parkville (NSW),13154,77,0.7,150.865404,1.7,None,-31.981159
Caniaba,10790,176,1,153.206732,2,None,-28.835685
Daceyville,11185,242,0.5,151.22513,1.8,None,-33.928043
Geneva,11599,193,0.6,152.982293,1.9,None,-28.620581
Bolton Point,10449,558,0.8,151.610354,1.9,None,-33.000417
Canyonleigh,10799,106,0.7,150.118763,2.1,None,-34.588633
Scotts Head,13508,250,0.5,152.992724,1.7,None,-30.746665
Caringbah,10815,3047,0.7,151.123102,1.7,None,-34.04316
Quirindi,13301,903,0.7,150.680052,1.9,None,-31.508146
Belbora,10256,27,0.2,152.157652,1.4,None,-32.003282
Moobi,12688,37,0.9,150.794116,2,None,-32.077726
Teralba,13793,406,0.7,151.605035,1.7,None,-32.963727
Cardiff (NSW),10809,1601,0.7,151.659343,1.7,None,-32.939705
Currawarna,11178,46,0.9,147.073075,2.3,None,-35.015097
Tarlo,13767,54,0.5,149.806454,1.6,None,-34.603183
Gulmarrad,11795,532,0.8,153.233256,2,None,-29.48726
Jerilderie,12014,260,0.6,145.72928,1.8,None,-35.356448
Batlow,10232,341,0.5,148.144623,1.8,None,-35.522019
Buxton (NSW),10726,542,1.1,150.533907,2,None,-34.254368
Somersby,13571,280,0.8,151.291053,1.9,None,-33.360992
Ulamambri,14001,58,0.7,149.384556,1.9,None,-31.332232
Hornsby,11936,6116,0.7,151.095503,1.6,None,-33.670086
Yetholme,14513,69,0.9,149.816693,1.9,None,-33.449583
Pymble,13281,3105,1.1,151.126038,1.9,None,-33.760383
Yarrowyck,14492,34,0.8,151.313513,2,None,-30.465485
Lorne (NSW),12390,77,0.5,152.591668,1.7,None,-31.657555
Lilli Pilli (Eurobodalla - NSW),12321,187,0.5,150.2226,1.7,None,-35.7722
Dee Why,11227,5735,0.6,151.28554,1.6,None,-33.753451
Tirrannaville,13883,68,0.7,149.680847,2,None,-34.822261
