city,code,People,lon,Median age,Female,lat,Male
Duramana,11330,206,149.532753,48,0.529,-33.267558,0.471
Wyong Creek,14447,434,151.363156,47,0.479,-33.270222,0.521
Waratah West,14142,2988,151.711762,32,0.493,-32.89879,0.507
Lethbridge Park,12307,4752,150.799824,33,0.514,-33.736938,0.486
Wattamondara,14190,213,148.606068,45,0.49,-33.938468,0.51
South Wentworthville,13599,6197,150.969376,34,0.499,-33.823892,0.501
Greigs Flat,11775,151,149.866268,42,0.457,-36.968353,0.543
Meerschaum Vale,12556,397,153.436069,46,0.466,-28.914194,0.534
Grenfell,11776,2573,148.161154,52,0.503,-33.894985,0.497
Kellyville,12088,27971,150.92865,35,0.508,-33.700104,0.492
Niangala,12962,121,151.365245,55,0.492,-31.342381,0.508
The Whiteman,13843,140,152.877264,46,0.445,-29.610382,0.555
Rileys Hill,13364,177,153.406656,44,0.497,-29.013855,0.503
Fletcher (NSW),11533,5136,151.637463,31,0.502,-32.876573,0.498
Boree Creek,10512,199,146.61426,44,0.505,-35.106183,0.495
Quorrobolong,13302,512,151.363966,47,0.519,-32.92247,0.481
Coffs Harbour,10959,25752,153.131469,43,0.525,-30.282731,0.475
Wisemans Ferry,14344,220,150.980048,48,0.523,-33.408879,0.477
Beaconsfield (NSW),10239,987,151.20189,34,0.478,-33.911613,0.522
South Maroota,13592,557,150.948575,40,0.488,-33.52308,0.512
Byangum,10729,133,153.38515,50,0.518,-28.361173,0.482
Twelve Mile Creek,13988,161,151.871462,48,0.435,-32.635386,0.565
Morpeth,12727,1403,151.626663,47,0.545,-32.724882,0.455
Busby,10720,4290,152.810381,32,0.508,-29.038162,0.492
Silverwater (Parramatta - NSW),13547,4166,151.0452,33,0.338,-33.8341,0.662
Gwandalan,11824,3273,151.587572,43,0.491,-33.139561,0.509
Mulwala,12830,2161,145.963942,52,0.507,-35.954159,0.493
Bunyah,10690,140,152.219204,53,0.518,-32.164248,0.482
Limpinwood,12333,215,153.222706,54,0.5,-28.311619,0.5
Bunyan,10691,152,149.153753,49,0.52,-36.16963,0.48
Coonamble,11044,2750,148.388448,42,0.506,-30.954311,0.494
South Kempsey,13588,2302,152.83255,40,0.514,-31.094228,0.486
Camden Head,10771,152,152.83456,55,0.494,-31.646864,0.506
Knockrow,12178,192,153.534972,48,0.462,-28.768821,0.538
Buronga,10696,1212,142.182794,38,0.492,-34.171443,0.508
Watsons Bay,14187,850,151.282368,39,0.505,-33.844806,0.495
Picton (NSW),13200,4816,150.606454,38,0.509,-34.185524,0.491
Bellambi,10264,3947,150.910756,40,0.516,-34.365911,0.484
Rye Park,13455,258,148.907695,49,0.492,-34.519573,0.508
Werri Beach,14233,562,150.832547,43,0.488,-34.734083,0.512
Sandy Beach,13479,2287,153.192117,38,0.502,-30.147985,0.498
Mayrung,12537,148,145.320415,40,0.449,-35.464979,0.551
Ravenswood (NSW),13321,497,147.847318,49,0.511,-31.699958,0.489
Lindendale,12336,245,153.388534,46,0.506,-28.83593,0.494
Tumblong,13963,196,148.00974,40,0.473,-35.136655,0.527
Canada Bay,10785,1238,151.116398,41,0.502,-33.863194,0.498
Tanja,13749,157,149.933291,56,0.494,-36.627881,0.506
Leppington,12305,3498,150.81727,35,0.49,-33.964333,0.51
Gilgai,11618,720,151.117347,43,0.503,-29.852316,0.497
Corrimal,11082,6519,150.91118,42,0.518,-34.376363,0.482
Nyngan,13049,2159,147.192356,40,0.505,-31.562487,0.495
Zetland,14524,10078,151.206234,28,0.501,-33.909938,0.499
Manly (NSW),12475,15866,151.269339,36,0.503,-33.775702,0.497
Sawyers Gully,13499,500,151.437112,44,0.452,-32.769359,0.548
Rosedale (NSW),13407,221,150.219889,55,0.467,-35.818606,0.533
Woodburn (Richmond Valley - NSW),14379,739,153.3559,42,0.47,-29.0963,0.53
North Star,13008,230,150.391368,36,0.459,-28.93259,0.541
Lake Munmorah,12253,5248,151.57042,48,0.515,-33.194148,0.485
Cumnock,11159,443,148.754509,50,0.45,-32.927818,0.55
Fishing Point,11526,1039,151.590191,53,0.495,-33.050652,0.505
Kincumber South,12142,684,151.381035,66,0.55,-33.487271,0.45
Marrickville,12504,26592,151.151568,36,0.51,-33.915178,0.49
Frog Rock,11570,153,149.686857,42,0.494,-32.476946,0.506
Lemon Tree Passage,12300,2603,152.039551,52,0.49,-32.730927,0.51
Cedar Party,10870,364,152.3901,55,0.484,-31.796941,0.516
Caringbah South,10816,12242,145.4212,42,0.507,-16.1846,0.493
Farley,11490,218,151.512185,43,0.47,-32.729063,0.53
North Macksville,12995,598,152.921564,54,0.523,-30.70403,0.477
Lavington,12287,12472,146.933346,40,0.518,-36.050577,0.482
Eumungerie,11456,304,148.626363,51,0.444,-31.951112,0.556
Goonengerry,11712,366,153.439674,49,0.49,-28.61079,0.51
Five Dock,11530,9356,151.130136,40,0.525,-33.866368,0.475
Wingham,14332,5374,152.374242,47,0.525,-31.869046,0.475
Jannali,12001,6184,151.065081,39,0.515,-34.017074,0.485
Rocky Point (NSW),13388,262,151.471707,43,0.47,-33.294922,0.53
Huntley (Orange - NSW),11958,150,149.1249,44,0.444,-33.3696,0.556
Black Springs (NSW),10389,225,149.711027,47,0.493,-33.840966,0.507
Tennyson (NSW),13789,384,150.736946,46,0.524,-33.536388,0.476
Miranda (NSW),12645,15284,151.100428,40,0.519,-34.034014,0.481
Goolmangar,11708,188,153.225916,39,0.489,-28.747167,0.511
Morven (Greater Hume Shire - NSW),12737,139,147.1565,43,0.478,-35.6466,0.522
Kirrawee,12172,9278,151.071196,40,0.524,-34.033743,0.476
Hamilton East,11839,983,151.754137,42,0.493,-32.929301,0.507
Bowning,10535,573,148.814699,45,0.492,-34.7679,0.508
Wongawilli,14374,141,150.758765,37,0.471,-34.480002,0.529
Tomerong,13894,1065,150.587068,44,0.49,-35.052034,0.51
Colebee,10965,1931,150.866046,32,0.486,-33.730647,0.514
Hallsville,11835,532,150.88197,47,0.513,-31.025229,0.487
Buchanan (NSW),10628,197,151.529302,41,0.515,-32.825353,0.485
Nevertire,12936,189,147.718723,46,0.481,-31.838854,0.519
Blakebrook,10402,151,153.243037,49,0.514,-28.765492,0.486
Cowra,11099,10063,148.691192,46,0.514,-33.83468,0.486
Casula,10852,15662,150.909367,34,0.513,-33.950422,0.487
Mullaley,12820,154,149.908463,43,0.475,-31.098523,0.525
Carool,10822,174,153.419146,47,0.436,-28.230291,0.564
Turrella,13982,2511,151.140643,29,0.489,-33.929963,0.511
Sydenham (NSW),13714,1145,151.166104,36,0.493,-33.915222,0.507
Soldiers Point,13570,1426,152.064758,53,0.509,-32.710492,0.491
Gelston Park,11597,121,147.33784,51,0.462,-35.233266,0.538
Shellharbour City Centre,13534,244,150.836628,77,0.658,-34.564922,0.342
Watagan,14180,120,151.2078,53,0.449,-33.0105,0.551
Moonan Flat,12697,128,151.235462,49,0.457,-31.926434,0.543
Arding,10075,208,151.556745,51,0.454,-30.588547,0.546
Glengarrie,11666,141,153.402315,59,0.406,-28.229223,0.594
Castlereagh,10850,1171,150.67655,40,0.489,-33.668796,0.511
Bundarra,10671,676,151.075836,47,0.506,-30.17137,0.494
Freshwater (NSW),11569,8866,153.349022,35,0.507,-29.35729,0.493
Caves Beach,10862,4054,151.640147,46,0.519,-33.108212,0.481
Edgecliff,11379,2580,151.235106,38,0.552,-33.878586,0.448
Barrack Point,10208,689,150.867375,45,0.495,-34.563249,0.505
Revesby,13355,14176,151.007296,38,0.516,-33.943582,0.484
Dalmeny,11191,1937,150.131434,57,0.531,-36.171034,0.469
Jamisontown,12000,5500,150.67951,36,0.519,-33.766193,0.481
Kains Flat,12049,165,149.836857,50,0.467,-32.465595,0.533
Windsor (NSW),14325,1891,150.817481,42,0.516,-33.608814,0.484
Kungala,12212,145,152.999301,48,0.469,-29.944587,0.531
Reidsdale,13348,125,149.845446,49,0.508,-35.589709,0.492
Cecil Hills,10865,7018,150.853171,35,0.503,-33.883696,0.497
Sandy Hollow,13486,169,150.566792,36,0.506,-32.33475,0.494
Tullibigeal,13957,233,146.728083,45,0.459,-33.420093,0.541
Emerton,11413,2252,150.808263,31,0.499,-33.742855,0.501
Kurri Kurri,12221,6044,151.482952,40,0.509,-32.817312,0.491
Sedgefield,13514,184,151.244895,39,0.459,-32.54412,0.541
Wombarra,14363,872,150.954245,44,0.51,-34.277848,0.49
Holgate,11921,972,151.405406,44,0.47,-33.409747,0.53
Vaucluse,14071,9337,151.278434,40,0.527,-33.859047,0.473
Mitchell (NSW),12650,1310,149.564408,24,0.306,-33.432706,0.694
Ruse,13443,5584,150.844069,37,0.512,-34.069283,0.488
Gundy,11809,204,150.996749,41,0.526,-32.014475,0.474
Point Piper,13233,1424,151.252329,48,0.508,-33.870083,0.492
Spencer,13607,306,151.142385,51,0.452,-33.459455,0.548
Yatte Yattah,14497,180,150.421,51,0.489,-35.267,0.511
Cambewarra,10763,238,150.559835,49,0.5,-34.82309,0.5
Dural (Hornsby - NSW),11328,7570,151.0415,43,0.514,-33.6851,0.486
Wallagoot,14103,518,149.917603,49,0.534,-36.788248,0.466
Peel,13174,290,149.615645,39,0.451,-33.290006,0.549
Walla Walla,14097,836,146.901019,42,0.508,-35.766734,0.492
Ashbury,10093,3329,151.11932,42,0.503,-33.901897,0.497
Stanbridge,13646,206,146.235644,37,0.485,-34.517721,0.515
Woodford (NSW),14383,1934,150.479149,46,0.503,-33.735174,0.497
Spring Grove,13614,431,153.155733,42,0.479,-28.833066,0.521
Alectown,10029,168,148.257653,49,0.494,-32.933075,0.506
The Junction,13827,1052,151.759625,38,0.517,-32.937528,0.483
Dulwich Hill,11303,13715,151.138774,37,0.523,-33.904689,0.477
Gooloogong,11709,399,148.41385,47,0.486,-33.650848,0.514
Upper Lansdowne,14033,565,152.47486,52,0.47,-31.702433,0.53
Tucki Tucki,13946,167,153.327739,45,0.452,-28.908813,0.548
Bocoble,10432,152,149.724411,47,0.451,-32.798969,0.549
Clarenza,10922,551,152.988368,49,0.475,-29.697238,0.525
North Narooma,12998,622,150.119086,60,0.514,-36.202678,0.486
Picnic Point,13199,6160,151.000056,39,0.512,-33.979303,0.488
Sefton,13516,5808,151.011469,34,0.498,-33.885501,0.502
Mount Colah,12750,7095,151.117161,39,0.502,-33.664817,0.498
Middle Dural,12603,1008,151.021276,45,0.481,-33.648471,0.519
Tullera,13956,279,153.301109,45,0.502,-28.744755,0.498
King Creek,12145,1568,152.75192,44,0.503,-31.482454,0.497
Flinders (NSW),11534,6679,150.844828,34,0.507,-34.579836,0.493
Emmaville,11414,519,151.598632,55,0.495,-29.443987,0.505
Hillville,11913,312,152.350683,49,0.486,-31.949663,0.514
Blue Knob,10416,221,153.198679,54,0.463,-28.560977,0.537
East Lindfield,11357,3711,151.186095,42,0.518,-33.766415,0.482
Middle Brook,12600,225,150.802501,40,0.48,-31.934061,0.52
Killcare,12133,473,151.370994,48,0.522,-33.52257,0.478
Pottsville,13257,6704,153.56855,40,0.521,-28.379066,0.479
Toronto,13918,5602,151.593162,48,0.52,-33.01329,0.48
Elizabeth Hills,11397,2535,150.8483,29,0.505,-33.9002,0.495
Shoalhaven Heads,13540,3059,150.745254,56,0.506,-34.85145,0.494
Mongarlowe,12678,117,149.922833,55,0.508,-35.422218,0.492
Maison Dieu,12448,181,151.094293,37,0.472,-32.535177,0.528
Frederickton,11561,1391,152.878933,44,0.542,-31.037762,0.458
Table Top,13722,1425,147.000325,41,0.5,-35.98027,0.5
Greenfield Park,11761,5092,150.889408,37,0.5,-33.872187,0.5
Wooloweyah,14411,406,153.342381,48,0.513,-29.483013,0.487
Kentucky South,12103,125,151.440954,46,0.484,-30.803987,0.516
Merah North,12572,186,149.215721,39,0.486,-30.145758,0.514
Mungindi (NSW),12843,601,149.100731,36,0.495,-28.999013,0.505
North Avoca,12980,2200,151.435833,40,0.5,-33.459007,0.5
Yagoona,14453,18013,151.037007,34,0.5,-33.918726,0.5
Bilpin,10358,665,150.522195,45,0.514,-33.498253,0.486
Whalan,14266,5973,150.809528,33,0.518,-33.760165,0.482
Grose Vale,11785,1265,150.672944,43,0.493,-33.584089,0.507
Nethercote,12932,341,149.828723,48,0.493,-37.01779,0.507
Bowen Mountain,10528,1571,150.627819,35,0.497,-33.573871,0.503
Phillip Bay,13193,704,151.236692,40,0.512,-33.980556,0.488
Marshall Mount,12507,142,150.745585,36,0.553,-34.545128,0.447
Castle Doyle,10846,164,151.75801,47,0.465,-30.586704,0.535
Rhodes,13358,11906,151.088105,29,0.509,-33.830764,0.491
Bungarribee,10682,2638,145.0383,31,0.489,-37.753,0.511
Tarrawanna,13769,2069,150.887815,47,0.543,-34.381864,0.457
Buff Point,10645,3511,151.535266,44,0.502,-33.238196,0.498
Lidcombe,12316,19627,151.047419,33,0.484,-33.854197,0.516
Heatherbrae,11884,512,151.732386,54,0.445,-32.787426,0.555
Kanimbla (NSW),12065,121,150.187891,54,0.504,-33.620702,0.496
Petersham,13190,8116,151.158575,35,0.505,-33.889283,0.495
Waratah (NSW),14141,4491,151.72722,39,0.527,-32.908152,0.473
Banora Point,10185,16167,153.535999,50,0.534,-28.213363,0.466
Hazelbrook,11881,4974,150.451629,40,0.531,-33.720992,0.469
Clemton Park,10928,1666,151.103282,43,0.524,-33.925357,0.476
Tregeagle,13933,456,153.353062,49,0.48,-28.846985,0.52
Lake Bathurst,12239,228,149.714504,46,0.435,-35.012657,0.565
Euston,11468,839,142.745126,35,0.496,-34.574977,0.504
Nunderi,13042,656,153.455223,47,0.508,-28.322491,0.492
St Georges Basin,13636,2913,150.597815,50,0.52,-35.090788,0.48
The Oaks,13831,2525,150.571086,38,0.511,-34.076873,0.489
Corindi Beach,11073,1686,153.20043,38,0.503,-30.028812,0.497
Arcadia (NSW),10072,1385,151.052726,44,0.495,-33.623101,0.505
Potato Point,13253,135,150.136611,61,0.467,-36.096051,0.533
Lower Portland,12412,589,150.865871,43,0.497,-33.451409,0.503
Theresa Park,13845,535,150.639915,43,0.487,-34.007922,0.513
Basin View,10223,1554,150.562281,45,0.523,-35.091103,0.477
Bobin,10427,155,152.283882,54,0.487,-31.726021,0.513
Metford,12592,4764,151.6092,33,0.525,-32.765913,0.475
Towradgi,13929,3127,150.90676,42,0.517,-34.384433,0.483
Rosewood (Port Macquarie-Hastings - NSW),13414,224,144.3337,47,0.529,-38.1376,0.471
Woodstock (Shoalhaven - NSW),14396,253,144.9881,48,0.49,-37.802,0.51
Skinners Shoot,13556,128,153.581417,48,0.451,-28.669029,0.549
Abermain,10010,2337,151.428668,37,0.503,-32.810815,0.497
Redhead,13340,3516,151.714385,46,0.515,-33.013487,0.485
Paddington (NSW),13115,12911,151.226475,36,0.526,-33.885032,0.474
Carlton (NSW),10819,10722,151.124528,36,0.498,-33.968523,0.502
Wallaga Lake,14102,548,150.066053,62,0.493,-36.356673,0.507
March,12486,115,149.076541,43,0.504,-33.216351,0.496
Stanhope Gardens,13649,9163,150.933621,35,0.51,-33.711215,0.49
Ashtonfield,10102,4645,151.601,36,0.508,-32.77382,0.492
Taylors Arm,13776,149,152.689457,50,0.49,-30.781179,0.51
Gumma,11801,458,152.963122,46,0.479,-30.72992,0.521
Glencoe (NSW),11657,192,151.726757,51,0.495,-29.925888,0.505
Mount Ousley,12782,1602,150.886719,42,0.483,-34.402376,0.517
Ashby Heights,10095,232,153.179387,52,0.502,-29.413743,0.498
Eschol Park,11441,2582,150.80968,34,0.506,-34.031357,0.494
Singleton (NSW),13549,5000,151.168367,40,0.504,-32.564025,0.496
Epping (NSW),11428,23688,151.087742,36,0.506,-33.759777,0.494
Bellimbopinni,10272,123,152.903409,40,0.5,-31.015929,0.5
Ladysmith,12233,352,147.513984,46,0.507,-35.207801,0.493
Matong,12523,164,148.29153,51,0.429,-35.375157,0.571
Auburn (NSW),10106,37366,151.033421,30,0.45,-33.849322,0.55
Fifield,11514,129,147.458805,47,0.484,-32.807977,0.516
Wootton,14417,195,152.279476,54,0.431,-32.325336,0.569
Kurmond,12215,852,150.701116,43,0.494,-33.549452,0.506
Narrandera,12906,4375,146.55696,44,0.511,-34.744609,0.489
Bowraville,10537,1122,152.854557,45,0.497,-30.6419,0.503
Crescent Head,11114,1531,152.9768,48,0.488,-31.189517,0.512
Bayview (NSW),10237,3620,151.298945,56,0.541,-33.66445,0.459
Byabarra,10727,328,152.528239,45,0.514,-31.53435,0.486
Potts Point,13256,9423,151.225603,32,0.389,-33.869026,0.611
Crabbes Creek,11102,290,153.496802,48,0.488,-28.45672,0.512
Raymond Terrace,13327,12820,151.776788,36,0.513,-32.760671,0.487
Reedy Creek (NSW),13342,174,149.993111,44,0.521,-32.729382,0.479
Holbrook,11920,1715,147.309788,49,0.518,-35.729414,0.482
Wallabadah,14098,421,150.758768,52,0.47,-31.523266,0.53
Karuah,12076,1411,151.792437,50,0.475,-32.195999,0.525
Boxers Creek,10541,226,149.839,43,0.476,-34.7712,0.524
Homeleigh,11931,109,153.070883,49,0.56,-28.553193,0.44
Padstow Heights,13121,3540,151.030955,43,0.517,-33.971073,0.483
Trunkey Creek,13942,120,149.363007,52,0.447,-33.824738,0.553
Far Meadow,11488,215,150.720449,55,0.523,-34.822063,0.477
Muswellbrook,12868,12075,150.888821,34,0.488,-32.263323,0.512
Merrylands West,12589,6592,150.972036,35,0.52,-33.832864,0.48
Berrara,10313,297,150.550411,54,0.515,-35.205582,0.485
Belmore,10279,12718,152.967558,37,0.502,-31.072166,0.498
Tabulam,13723,470,152.568553,49,0.488,-28.887198,0.512
Bellata,10266,350,149.790978,37,0.477,-29.919624,0.523
Balmoral (Lake Macquarie - NSW),10166,723,151.5803,42,0.489,-33.0463,0.511
Duranbah,11331,239,153.518474,42,0.479,-28.307575,0.521
Good Hope,11700,165,148.838622,42,0.506,-34.896682,0.494
Watanobbi,14181,3861,151.431783,34,0.52,-33.269072,0.48
Greystanes,11781,22802,150.951452,38,0.508,-33.829667,0.492
Pennant Hills,13183,7287,151.039113,40,0.509,-33.753676,0.491
Merrylands,12588,29653,150.972036,32,0.488,-33.832864,0.512
Warrawee,14165,2995,151.126134,41,0.507,-33.722839,0.493
Lithgow,12347,5201,147.334074,47,0.521,-35.169517,0.479
Ryde,13454,26499,151.088724,36,0.513,-33.807712,0.487
Foxground,11558,147,150.768404,58,0.537,-34.727084,0.463
Lane Cove,12266,10817,151.153281,37,0.525,-33.806246,0.475
Mulloon,12827,144,149.612194,46,0.551,-35.26821,0.449
Tuntable Creek,13971,191,153.266854,46,0.495,-28.629651,0.505
Cardiff South,10811,2830,151.661447,38,0.52,-32.957742,0.48
Milsons Point,12629,2158,151.211568,43,0.515,-33.847526,0.485
Estella,11444,2269,148.829275,31,0.544,-32.294635,0.456
Byron Bay,10733,5521,153.612224,42,0.514,-28.643387,0.486
Bonnyrigg,10471,8670,150.868448,36,0.518,-33.892667,0.482
Federal (NSW),11499,688,153.4526,47,0.508,-28.6592,0.492
Byrrill Creek,10734,124,153.226866,52,0.477,-28.442628,0.523
Annandale (NSW),10061,9451,151.170681,37,0.519,-33.881435,0.481
Orchard Hills,13095,1877,150.716312,43,0.467,-33.779331,0.533
Lyndhurst (Blayney - NSW),12426,365,148.9868,45,0.528,-33.6864,0.472
Whian Whian,14272,140,153.316231,46,0.457,-28.635197,0.543
The Ponds,13835,11731,150.753104,32,0.502,-34.054326,0.498
Nobbys Creek,12968,271,153.34435,47,0.493,-28.312013,0.507
Penrith,13184,13295,151.280352,37,0.513,-33.732127,0.487
Bexley North,10335,4097,151.114186,40,0.513,-33.938306,0.487
Eugowra,11454,779,148.37165,51,0.487,-33.427107,0.513
Taylors Beach (NSW),13777,117,152.05635,46,0.458,-32.737002,0.542
Elderslie (Camden - NSW),11391,6005,150.7151,33,0.518,-34.0577,0.482
Piambong,13197,154,149.455131,45,0.445,-32.520454,0.555
Kensington (NSW),12099,15004,151.219017,26,0.498,-33.912997,0.502
Strathfield South,13676,3546,151.082992,36,0.509,-33.891711,0.491
Barden Ridge,10193,4329,151.005396,37,0.507,-34.032851,0.493
Barellan,10197,538,146.571256,44,0.457,-34.28434,0.543
Cabramatta West,10741,7222,150.917514,35,0.513,-33.899136,0.487
Macmasters Beach,12432,1294,151.416479,48,0.51,-33.492821,0.49
Mollymook Beach,12670,2447,150.471836,56,0.516,-35.329662,0.484
Sawtell,13498,3682,153.099627,46,0.517,-30.369899,0.483
Dangarsleigh,11200,150,151.677892,47,0.474,-30.614162,0.526
Menangle,12568,1150,150.749149,50,0.515,-34.108654,0.485
Tooraweenah,13911,232,148.910428,50,0.487,-31.439404,0.513
East Ryde,11361,2454,151.140289,41,0.518,-33.813769,0.482
Magenta (NSW),12441,205,151.519517,54,0.495,-33.313335,0.505
Bundanoon (NSW),10670,2729,150.321575,56,0.53,-34.632598,0.47
Nelson (The Hills Shire - NSW),12922,454,150.9233,43,0.485,-33.6446,0.515
Sandgate (NSW),13474,305,151.708214,69,0.569,-32.867845,0.431
East Wagga Wagga,11364,237,147.382993,42,0.5,-35.120886,0.5
Eden Creek,11376,150,152.90534,55,0.467,-28.544552,0.533
Avoca (NSW),10113,199,150.479323,48,0.512,-34.613522,0.488
Coogee (NSW),11015,15212,151.256089,34,0.529,-33.931293,0.471
North Shore (NSW),13006,369,152.901853,44,0.476,-31.402369,0.524
Perthville,13189,624,149.54698,39,0.524,-33.4859,0.476
Blue Haven,10415,6378,151.492751,33,0.521,-33.207351,0.479
Horsley,11942,8221,150.766762,34,0.512,-34.489605,0.488
Tweed Heads West,13986,6196,153.505049,49,0.525,-28.195403,0.475
Mays Hill,12538,767,150.990511,32,0.479,-33.82066,0.521
Pomona (NSW),13240,161,141.894926,46,0.478,-34.020625,0.522
Clothiers Creek,10936,277,153.491516,42,0.45,-28.331143,0.55
Hexham (NSW),11898,130,151.685483,50,0.47,-32.830649,0.53
Kingswood (Tamworth Regional - NSW),12164,1034,152.9686,44,0.487,-27.066,0.513
Tocumwal,13886,2682,145.567389,55,0.505,-35.812107,0.495
Killcare Heights,12134,745,151.370994,47,0.505,-33.52257,0.495
Gerogery,11605,565,146.994255,42,0.486,-35.834294,0.514
Urila,14059,142,149.311818,43,0.507,-35.588233,0.493
Fern Bay,11501,2763,151.810346,53,0.505,-32.854436,0.495
Eastwood (NSW),11369,17865,151.080914,36,0.513,-33.789986,0.487
Bensville,10297,2545,151.381089,40,0.502,-33.498579,0.498
Lucknow (NSW),12418,297,149.161068,44,0.447,-33.345662,0.553
Nemingha,12926,666,150.990412,43,0.472,-31.123654,0.528
Wollongbar,14357,2828,153.421078,42,0.512,-28.827962,0.488
Balranald,10168,1343,144.0717,45,0.488,-34.0414,0.512
Beryl,10327,132,149.437976,44,0.48,-32.351413,0.52
Talofa,13739,110,153.55987,44,0.533,-28.674223,0.467
Abercrombie,10004,1109,149.332781,36,0.52,-33.911806,0.48
Laurieton,12283,1986,152.798179,65,0.536,-31.650229,0.464
Loftville,12372,229,153.26343,51,0.362,-28.839721,0.638
Copacabana,11056,2735,151.430558,41,0.49,-33.48994,0.51
Haywards Bay,11880,1006,150.787364,35,0.508,-34.540289,0.492
Upper Kangaroo River,14030,122,150.60052,59,0.492,-34.686553,0.508
Doubtful Creek,11282,140,152.915051,48,0.433,-28.748597,0.567
Grafton,11733,10408,152.934605,43,0.519,-29.703242,0.481
Tooleybuc,13902,277,143.338275,48,0.507,-35.027891,0.493
Oxley Vale,13111,3742,150.900142,33,0.536,-31.06203,0.464
Brookvale,10601,3161,151.273824,35,0.503,-33.766629,0.497
Plumpton (NSW),13230,9209,150.841204,32,0.514,-33.751432,0.486
Farmborough Heights,11491,4198,150.819944,38,0.516,-34.454004,0.484
Adelong,10018,943,148.063682,46,0.496,-35.307947,0.504
Auburn Vale,10107,123,151.041719,48,0.504,-29.83895,0.496
Baulkham Hills,10233,37050,150.992887,38,0.51,-33.758601,0.49
Paynes Crossing,13163,118,151.102746,48,0.464,-32.885782,0.536
Bedgerabong,10247,149,147.1951,42,0.433,-36.1761,0.567
Blackbutt (NSW),10391,3301,150.834695,40,0.525,-34.56896,0.475
Weethalle,14215,250,146.625969,50,0.484,-33.875402,0.516
Kentucky,12102,158,151.440954,49,0.522,-30.803987,0.478
Booker Bay,10477,1326,151.34478,55,0.511,-33.511566,0.489
Maclean,12431,2628,153.196869,56,0.53,-29.457963,0.47
Wareemba,14148,1546,151.130728,41,0.549,-33.856828,0.451
Anna Bay,10060,3846,152.083274,47,0.516,-32.776919,0.484
Milperra,12625,3952,150.989263,39,0.507,-33.937834,0.493
Acacia Gardens,10014,3798,150.906502,34,0.5,-33.730077,0.5
McDougalls Hill,12541,144,151.152271,45,0.406,-32.551514,0.594
Wards River,14147,178,151.935901,53,0.503,-32.223467,0.497
Chittaway Bay,10911,2028,151.429428,41,0.501,-33.32776,0.499
Fairy Meadow,11484,7405,150.891874,37,0.504,-34.399879,0.496
Londonderry (NSW),12375,3906,150.73698,38,0.484,-33.645188,0.516
Spring Flat,13613,205,149.606908,45,0.473,-32.638843,0.527
Barmedman,10202,459,147.406754,42,0.496,-34.184676,0.504
Yarramalong,14475,340,151.277495,43,0.497,-33.222529,0.503
Delungra,11234,647,150.830948,44,0.476,-29.652485,0.524
Bannister (NSW),10183,120,149.490386,49,0.483,-34.595404,0.517
Gilead,11617,417,150.761815,72,0.592,-34.107035,0.408
Sutton Forest,13703,477,150.321036,48,0.454,-34.568289,0.546
Kurnell,12216,2267,151.204879,37,0.494,-34.008487,0.506
Austral,10109,3024,152.937797,43,0.497,-31.021949,0.503
Portland (NSW),13250,2424,149.98227,47,0.489,-33.353124,0.511
Bethungra,10328,164,147.852565,53,0.479,-34.762894,0.521
Woodview,14397,143,152.950742,46,0.453,-28.86062,0.547
Running Stream,13441,134,149.911201,48,0.519,-33.02011,0.481
Leonay,12304,2518,150.652318,40,0.509,-33.759156,0.491
Timbumburi,13870,142,150.917132,43,0.51,-31.203391,0.49
Tarana,13760,171,149.908189,44,0.477,-33.526572,0.523
Lawrence (NSW),12288,1046,153.105535,54,0.5,-29.496729,0.5
Summerland Point,13690,2493,151.565431,45,0.508,-33.139085,0.492
Kings Park (NSW),12150,3453,150.904598,34,0.499,-33.745736,0.501
Berry Park,10325,127,151.650248,46,0.5,-32.755266,0.5
Green Point (Mid-Coast - NSW),11755,526,152.5178,50,0.499,-32.2485,0.501
Karangi,12072,586,153.048256,41,0.505,-30.254449,0.495
Wamberal,14122,6550,151.446193,39,0.506,-33.418298,0.494
Kellyville Ridge,12089,10468,150.92865,32,0.508,-33.700104,0.492
Heddon Greta,11888,2047,151.509565,34,0.504,-32.804507,0.496
Quakers Hill,13286,27080,150.881177,33,0.505,-33.728356,0.495
Balmain East,10165,1932,151.190598,43,0.509,-33.857833,0.491
Glen William,11654,122,151.79757,43,0.496,-32.521508,0.504
Mona Vale,12672,10670,151.300316,44,0.52,-33.67707,0.48
Yarrahapinni,14474,194,152.942535,57,0.513,-30.837327,0.487
Oakville,13060,1964,150.862154,41,0.487,-33.622562,0.513
Wattle Flat (NSW),14191,257,149.693813,53,0.504,-33.140507,0.496
Port Hacking,13244,1093,151.122449,42,0.52,-34.067503,0.48
Bass Hill,10224,9069,150.992888,34,0.507,-33.900608,0.493
Blacksmiths,10396,1846,151.652305,48,0.493,-33.077161,0.507
Breeza,10561,146,150.457901,44,0.466,-31.244175,0.534
Paxton,13162,942,151.279669,36,0.513,-32.902045,0.487
Leeton,12293,8623,146.406444,40,0.509,-34.5522,0.491
Horningsea Park,11935,3729,150.842975,32,0.516,-33.945088,0.484
Macksville,12430,2598,152.921564,48,0.526,-30.70403,0.474
Tottenham (NSW),13923,453,147.356028,50,0.495,-32.244042,0.505
Kingsvale,12161,172,148.363624,48,0.514,-34.457564,0.486
South Durras,13580,341,150.295026,52,0.497,-35.650988,0.503
