city,code,Median weekly household income,lon,All private dwellings,Average people per household,lat,Median monthly mortgage repayments,Median weekly rent,Average motor vehicles per dwelling
Pearl Beach,13171,1309,151.302813,627,2,-33.538915,1700,400,1.5
Springside (NSW),13626,1833,149.064852,119,2.9,-33.364503,2400,240,2.4
James Creek,11999,1375,153.253112,79,2.7,-29.446952,1600,0,2.6
Quipolly,13300,1350,150.58581,82,2.6,-31.4563,1745,140,2.3
Moore Creek,12710,2109,150.944154,751,3.2,-31.004396,2167,400,2.5
Bonnells Bay,10468,1210,151.518263,1543,2.6,-33.107405,1700,360,1.9
Heathcote (NSW),11883,1864,151.008619,2186,2.8,-34.079112,2383,430,1.9
Tenambit,13787,1118,151.604325,1231,2.5,-32.743257,1619,260,1.8
Croydon Park (NSW),11135,1597,151.108581,4281,2.8,-33.895299,2167,400,1.6
Collombatti,10979,1007,152.841538,255,2.6,-30.992826,1170,200,2.2
Chatswood,10892,1881,151.167142,10500,2.6,-33.796332,2500,600,1.1
Charlestown (NSW),10885,1424,151.695454,5558,2.5,-32.965671,1863,350,1.8
Bellbrook,10270,740,152.508349,177,2.1,-30.81818,1000,150,1.6
Gum Flat,11796,1156,150.929554,79,2.8,-29.794334,1106,150,2.4
St Huberts Island,13638,1414,151.344441,526,2.4,-33.495721,2232,480,2
Glanmire (NSW),11640,1421,149.706091,63,2.7,-33.425985,1810,250,2.4
Gobbagombalin,11689,2138,147.32005,186,2.9,-35.066598,1907,320,2.2
Blacktown,10397,1459,150.905148,16444,3,-33.770162,1900,380,1.6
Bombira,10457,2166,149.599775,135,2.8,-32.563794,2250,225,2.3
Kangaloon,12058,2150,150.533848,91,2.4,-34.553366,3625,275,2.1
Wallerawang,14114,1135,150.062597,788,2.6,-33.410618,1517,200,1.9
Alpine,10044,2200,150.523957,61,3,-34.409517,2865,0,2.6
Millers Forest,12618,1875,151.702595,120,2.8,-32.763539,2167,320,2.6
Rydal,13452,1062,150.036915,88,2.5,-33.49253,1300,133,2.1
Neville,12937,1149,149.215073,118,2.4,-33.709398,1300,200,2.5
Bellbird Heights,10269,1368,151.329529,316,2.6,-32.84801,1560,310,2
Pembrooke,13180,1062,152.753487,51,2.3,-31.38811,1608,320,2.3
Ashcroft,10097,887,150.899095,1228,3.1,-33.917587,1733,225,1.5
Patonga,13160,833,151.27119,274,1.7,-33.546452,629,293,1.5
Collaroy (NSW),10970,2115,151.303133,3257,2.6,-33.740969,2500,530,1.8
Telopea,13782,1202,151.045106,2348,2.5,-33.795986,2000,305,1.4
Newtown (NSW),12960,2080,151.180013,7516,2.1,-33.896449,2600,520,0.9
Wombat,14364,1218,152.767099,101,2.4,-29.514454,1343,150,2.1
Pooncarie,13242,933,142.570537,70,1.9,-33.386995,867,0,2.1
Murrumburrah,12863,1062,148.350183,52,2.5,-34.549329,1257,150,2.2
Thrumster,13852,1885,152.857058,184,3.1,-31.461332,2167,450,2.1
Upper Main Arm,14035,696,153.398364,136,2,-28.493455,1993,300,1.7
North Richmond,13002,1426,150.721891,1931,2.7,-33.582355,2097,370,2
Dungay,11318,1569,153.369429,92,2.7,-28.276213,2340,270,2.1
Pumpenbil,13272,857,153.173219,101,2.3,-28.366548,1300,335,1.6
Freemans Reach,11564,1885,150.794878,676,3,-33.545429,2000,405,2.4
Lillian Rock,12323,706,153.165382,122,1.9,-28.536399,802,175,1.4
Prairiewood,13258,1344,150.90213,1026,3.2,-33.867342,2167,332,1.9
Windera (NSW),14319,2481,149.027236,88,3.7,-33.199067,2550,0,2.4
Blackheath,10393,1077,150.28483,2793,2.1,-33.635556,1616,320,1.5
Leumeah,12308,1298,150.833396,3804,2.7,-34.052285,1753,330,1.7
Kiah,12115,749,149.856899,72,1.9,-37.149723,1138,120,1.6
Barangaroo,10191,3661,151.2016,148,1.9,-33.8605,3500,1200,0.8
Dareton,11206,744,142.042284,231,2.3,-34.091641,693,150,1.2
North Narrabeen,12999,2177,151.293622,2154,3,-33.702661,2834,620,2
Nullamanna,13032,1071,151.22239,68,2.3,-29.671265,1484,100,2.4
Linley Point,12341,3692,151.148251,129,2.9,-33.826777,4333,1050,2.4
Gladstone (NSW),11639,892,152.94899,175,2.2,-31.022073,1335,290,1.7
Rylstone,13457,856,149.970442,507,2.2,-32.799369,1495,220,1.9
Kielvale,12122,1325,153.449252,103,2.5,-28.338259,1733,185,2.1
Lidsdale,12318,1487,150.083775,155,2.8,-33.378535,1335,277,2.4
Dyers Crossing,11338,1042,152.300833,158,2.3,-32.091732,1560,250,2
Narromine,12911,1086,148.239606,2040,2.5,-32.23192,1148,210,1.9
Glenroy (Albury - NSW),11678,1420,146.8988,1377,2.5,-36.0526,1500,288,1.9
Peakhurst,13168,1514,151.057596,3820,2.8,-33.968127,2200,440,1.8
South Tamworth,13597,889,150.916779,3247,2.2,-31.11097,1261,235,1.5
Welby,14219,1085,150.428081,319,2.4,-34.439533,1733,310,1.9
Newrybar,12957,1468,153.528799,196,2.5,-28.720595,1733,400,2.2
Minnie Water,12640,919,153.296976,214,2.1,-29.778146,1612,245,1.8
Crows Nest (NSW),11131,2312,151.199192,2521,2.1,-33.82609,2800,550,1.1
Coolah,11024,975,149.611621,617,2.4,-31.774418,925,150,2
Coraki,11063,895,153.310661,534,2.5,-28.998703,1127,250,1.7
Allawah,10038,1494,151.114517,2233,2.7,-33.970018,1950,440,1.3
Argenton,10078,1002,151.630879,610,2.4,-32.934813,1517,275,1.6
Hillston,11912,1234,145.534656,699,2.4,-33.481365,975,150,1.9
Brisbane Grove,10577,1625,149.702842,47,2.8,-34.786689,1650,260,2.4
Coleambally,10964,1323,145.882691,659,2.5,-34.805619,900,140,2.2
Macquarie Fields,12433,1211,150.882626,4898,2.9,-33.989471,1700,310,1.5
Balala,10144,1042,151.335783,75,2.2,-30.612086,1100,25,2.3
North Rocks,13003,2131,151.02854,2898,3,-33.768119,2400,550,2
Speers Point,13605,1369,151.631366,1460,2.4,-32.973543,1841,350,1.8
Catalina,10853,921,150.192552,1168,2.2,-35.723476,1300,280,1.6
Congarinni North,11006,1075,152.879726,147,2.7,-30.684156,1398,230,2.3
West Haven,14245,781,152.782454,541,1.9,-31.634396,1387,340,1.5
Strathfield (NSW),13675,1892,151.091954,9036,3,-33.85746,2301,500,1.5
Bomaderry,10453,927,150.608383,3118,2.2,-34.855412,1408,250,1.6
Wauchope,14197,920,152.732269,2643,2.4,-31.457354,1473,290,1.7
North Lismore,12994,883,153.277442,352,2.3,-28.78814,1300,260,1.6
Pindimar,13211,1086,152.098138,211,2.2,-32.684153,1509,310,2.1
Elsmore,11408,474,151.270899,97,2.7,-29.803303,1300,0,1.3
Carrick (NSW),10828,1542,153.4234,76,2.4,-29.1143,2051,200,2.2
Buckajo,10629,1363,149.758432,128,2.4,-36.703339,1733,160,2.4
Erskine Park,11438,2104,150.789313,2016,3.3,-33.807618,2000,410,2.4
Glenbrook,11656,2094,150.621693,1867,2.8,-33.768024,2000,430,2
Tarriaro,13770,1562,149.926389,49,2.7,-30.428548,2167,75,2.9
Gwynneville,11825,998,150.885131,1152,2.7,-34.416506,2082,310,1.4
Smithtown,13564,953,152.943995,256,2.3,-31.015176,1148,260,1.8
Putney,13277,2456,151.112549,1431,3.1,-33.824735,3000,650,2.1
Wellington (NSW),14221,781,148.944797,1983,2.3,-32.55588,1000,180,1.4
Coopernook,11047,828,152.609896,240,2.3,-31.826246,1083,220,1.8
Woollamia,14405,1354,150.637612,305,2.4,-35.013673,1571,213,2.2
Ellangowan (NSW),11400,1018,153.039519,131,2.4,-29.049762,1213,210,2
Queanbeyan West,13293,1817,149.228993,1321,2.6,-35.358298,1950,320,1.9
Green Pigeon,11752,714,153.085726,75,2.1,-28.480721,1000,200,1.9
East Hills,11351,1511,150.986695,1260,2.7,-33.963359,2200,322,1.8
The Lagoon,13828,1402,149.624725,85,3,-33.544702,1517,200,2.6
Russell Lea,13447,2148,151.140711,2012,2.7,-33.86072,2800,510,1.7
Oxley Island,13109,1187,152.564796,123,2.9,-31.925715,1875,200,2.2
Woronora Heights,14422,2843,151.027656,876,3.4,-34.034836,2383,600,2.6
The Ridgeway,13836,2812,149.264338,62,2.4,-35.342878,2500,500,2.8
Tuross Head,13979,893,150.137152,1743,2,-36.060748,1300,270,1.6
Fassifern (NSW),11495,1238,151.583244,255,2.5,-32.988368,1600,300,1.7
Lower Macdonald,12408,1187,150.967058,140,2.1,-33.363005,1663,265,1.9
Moonee Beach,12703,1562,153.155413,737,2.9,-30.20812,1950,375,2.2
Bellbird,10268,1175,151.329529,808,2.7,-32.84801,1517,280,2
Eagleton,11342,1625,151.756421,84,2.7,-32.698008,1600,260,2.3
Bywong,10735,2450,149.345703,509,2.8,-35.179788,2426,340,2.5
Wyangala,14434,831,149.046361,168,1.9,-33.936693,910,100,2
Berowra,10308,2355,151.137,1590,3.1,-33.5542,2331,550,2
Dulguigan,11302,1292,153.432854,63,2.5,-28.27924,1200,250,2.5
Banksia,10178,1685,151.140161,1186,3,-33.945237,2383,480,1.6
Jordan Springs,12042,2231,150.7334,1823,3.2,-33.7231,2600,520,1.9
Gol Gol,11693,1527,142.219531,603,2.8,-34.180087,1517,205,2.2
Spring Creek (NSW),13611,1708,149.097677,58,2.3,-33.345446,2214,220,2.7
Orient Point,13096,862,150.749658,369,2.2,-34.9108,1517,240,1.5
Caroona,10823,939,150.427946,99,2.6,-31.399114,439,126,1.5
Beverly Hills,10331,1549,151.076364,3697,2.9,-33.954218,2167,450,1.7
Stewarts River,13659,1100,152.636154,50,2.3,-31.723643,1517,218,2
Piallamore,13195,1444,151.029858,98,2.9,-31.141698,1517,300,2.5
Gunderman,11808,1194,151.057224,122,2.2,-33.436367,1500,190,1.8
Bergalia,10302,1395,150.105175,69,2.5,-35.981261,1854,0,1.9
Prestons,13260,1987,150.872145,4249,3.7,-33.942903,2167,480,2.2
Humula,11952,974,147.764179,68,2.3,-35.483054,867,85,2.3
West Kempsey,14247,761,152.829082,2111,2.3,-31.08034,1140,230,1.4
Richmond Hill (NSW),13361,1703,153.350827,326,2.6,-28.789045,2000,400,2.3
Yarravel,14483,1133,152.76235,427,2.7,-31.047338,1495,245,2.2
Old Junee,13078,1444,147.514786,117,2.5,-34.836391,1430,160,2.4
Rocky River (Uralla - NSW),13390,990,151.4595,121,2.3,-30.5977,1500,193,2
Yarrowitch,14491,780,152.026224,107,2.2,-31.264506,172,37,2.2
Awaba,10118,1597,151.543407,150,2.8,-33.007739,1718,300,2.2
Kelso (NSW),12090,1445,149.611555,3401,2.8,-33.419196,1768,315,1.9
Waitara,14086,1721,151.104136,2583,2.4,-33.709541,2000,508,1.1
Ilford,11971,924,149.859658,113,2.5,-32.942209,855,180,2.4
Coledale,10966,2154,150.947401,501,2.9,-34.288282,2400,500,2
Bilambil,10347,1346,153.490119,155,2.8,-28.212553,1801,330,2.2
Engadine,11422,1962,151.012663,6145,2.9,-34.065716,2400,430,1.9
Tibooburra,13860,1233,142.010079,101,1.9,-29.434259,339,100,2
Maloneys Beach,12460,1018,150.247977,257,2.3,-35.705933,1508,315,1.8
Tambar Springs,13743,749,149.82918,101,2.2,-31.345202,384,120,1.9
Kembla Heights,12093,1208,150.805941,47,3,-34.433149,0,300,1.7
Mooney Mooney,12704,2031,151.244578,152,2.5,-33.439621,1907,300,2.1
Gollan,11694,1350,149.070381,53,2.5,-32.258244,2128,0,2.3
Woolgoolga,14402,949,153.193475,2477,2.4,-30.113119,1548,300,1.7
Horsley Park,11943,1720,150.848192,594,3.2,-33.845034,2600,350,2.8
Curban,11166,1468,148.612071,64,2.5,-31.512136,1500,75,2.4
Glenellen,11663,1958,146.910578,47,2.6,-35.905226,1506,0,2.6
Kingswood (Penrith - NSW),12163,1229,150.7278,4011,2.5,-33.7613,1714,325,1.4
Lynwood (NSW),12427,1437,153.433616,85,2.8,-28.865041,1300,248,2.3
Bithramere,10381,1437,150.767937,75,2.3,-31.122884,2000,150,2.5
Pambula Beach,13141,1260,149.901907,455,2.2,-36.939862,1636,310,1.7
Bondi Junction,10467,2026,151.250862,4609,2.2,-33.891431,2817,630,1
Kangaroo Valley,12061,1255,150.603413,494,2.3,-34.651206,1800,250,1.9
Backmede,10130,1375,153.018771,60,3,-28.77259,1700,231,2.4
Floraville,11535,1848,151.664654,651,3,-33.009036,2000,380,2
Rankins Springs,13316,1125,146.265437,95,2.3,-33.840127,693,0,2.4
Cedar Brush Creek,10867,1458,151.258292,55,2.5,-33.147255,2600,150,2.3
Elands,11388,468,147.355213,145,1.9,-35.150342,650,110,1.4
Newbridge (NSW),12948,1031,149.364826,103,2,-33.585731,1083,243,2.1
Bobs Farm,10429,1286,152.012739,167,2.8,-32.767544,2000,235,2.6
Woodville (NSW),14398,1557,151.60995,167,2.7,-32.676183,1881,240,2.4
Camden,10770,1379,150.695074,1374,2.3,-34.08748,2123,380,1.8
Lacmalac,12231,1625,148.315449,67,2.1,-35.316215,2000,235,2.1
Wallsend,14118,1120,151.675016,5468,2.4,-32.920748,1647,320,1.6
Bardwell Park,10195,1992,151.125594,835,2.9,-33.93207,2257,500,1.7
Kioloa,12165,767,150.383971,307,1.9,-35.544426,1300,290,1.5
Nowra,13028,808,150.58593,4317,2.2,-34.892253,1300,214,1.4
Temagog,13783,780,152.648406,115,2.3,-30.977064,1040,200,1.9
Bonnyrigg Heights,10472,1679,150.868448,2004,3.8,-33.892667,2000,430,2.3
Melrose Park (NSW),12563,2091,151.076089,554,3,-33.816575,2800,495,1.8
Cooma (NSW),11036,1006,149.125456,3273,2.2,-36.236579,1179,225,1.6
Glenugie,11681,1020,153.019785,89,2.6,-29.791634,1328,210,2.1
North Lambton,12993,1275,151.70628,1351,2.6,-32.90539,1625,350,1.6
Long Flat (NSW),12377,849,152.488757,61,2,-31.437084,1105,278,1.9
Guyra,11822,948,151.67116,903,2.4,-30.235762,1200,220,1.9
Dunbogan,11310,875,152.80722,549,2.1,-31.649381,1517,290,1.8
Congewai,11007,1292,151.301843,100,2.1,-32.996509,1500,0,2.2
Tingira Heights,13875,1719,151.669719,762,2.9,-32.997187,1800,350,2.1
Belmont North,10277,1409,151.672028,2409,2.7,-33.022228,1734,350,1.9
Logans Crossing,12373,1187,152.709355,58,2.2,-31.609423,1733,0,2.1
Mount Hutton (NSW),12766,1174,151.670747,1510,2.3,-32.985365,1733,330,1.7
Kariong,12074,1813,151.293333,2178,3,-33.439733,1950,400,2.1
Forster (NSW),11550,868,152.511775,7857,2.1,-32.179598,1517,280,1.5
Drummoyne,11293,2353,151.154542,5532,2.3,-33.851056,2900,571,1.5
South Pambula,13595,1120,149.862176,181,2.7,-36.943447,1359,270,2.1
Wyrallah,14449,1420,153.299755,163,2.8,-28.888172,1625,315,2.3
Manly Vale,12476,1959,151.267315,2577,2.5,-33.784036,2400,500,1.5
Kameruka,12054,1325,149.708726,52,2.6,-36.74108,1733,280,2.5
Weston (NSW),14262,1084,151.459018,1480,2.6,-32.813899,1387,240,1.8
Newee Creek,12952,1237,152.923635,156,2.6,-30.666833,1519,240,2.1
Lawson (NSW),12289,1314,150.430094,1172,2.4,-33.718957,1733,333,1.7
Tintinhull,13879,1359,151.002154,157,2.8,-31.080983,1600,213,2.2
Tea Gardens,13779,891,152.160372,1633,2,-32.667386,1509,300,1.6
Old Erowal Bay,13075,918,150.646501,523,2.5,-35.084367,1250,290,1.7
West Nowra,14248,1192,150.58593,568,2.6,-34.892253,1408,300,1.7
Towrang,13930,1274,149.859942,84,2.6,-34.685308,1560,231,2.6
Sunshine (NSW),13694,1212,151.5627,230,2.4,-33.1122,1759,340,1.8
Shannon Brook,13525,1100,152.957507,74,2.4,-28.896275,1400,260,2
Westbrook (NSW),14257,2166,151.299766,52,2.9,-32.457122,1880,0,3.1
Wickham (NSW),14285,1471,151.76003,657,2,-32.920973,1761,380,1.5
Evans Plains,11470,2019,149.500376,64,2.6,-33.438124,1975,204,2.4
Camperdown (NSW),10781,1796,151.177188,5451,1.8,-33.88866,2516,500,0.8
Comboyne,10992,942,152.467889,227,2.4,-31.605469,1062,200,1.9
Barham,10199,835,144.130423,851,2,-35.630473,1083,150,1.8
Dolls Point,11267,1438,151.146801,859,2.1,-33.993495,2037,435,1.5
Majors Creek (NSW),12452,1025,149.738897,132,2.2,-35.5706,1251,300,1.9
Bolwarra Heights,10451,2147,151.584708,1028,3,-32.700579,2121,390,2.2
Loftus,12371,2083,151.051176,1452,3,-34.048075,2275,535,2
Burrell Creek,10709,1031,152.295687,104,2.2,-31.951999,1300,290,2
Mount Hunter,12765,2009,150.641382,235,3.4,-34.071248,2167,390,2.8
Toolijooa,13903,1625,150.780909,55,2.4,-34.755583,2108,490,2.4
Rodd Point,13391,2298,151.141652,522,2.8,-33.868208,2882,700,1.8
Luskintyre,12423,1937,151.431085,77,2.9,-32.64939,2305,90,2.8
Ogunbil,13071,1125,151.289004,81,2.6,-31.343763,1400,208,2.3
South Gundagai,13584,1073,148.100558,362,2.5,-35.077496,1127,160,1.9
Bucketty,10634,1321,151.138861,94,2.3,-33.111273,1850,230,1.9
Keiraville,12085,1296,150.872238,1338,2.6,-34.414626,1900,355,1.7
Gunnedah,11812,1270,150.148128,4298,2.4,-31.116818,1517,250,1.8
Redbank (NSW),13336,1343,152.737218,139,2.8,-31.434381,1904,250,2.4
Junee,12046,1078,147.63037,1731,2.4,-34.728115,1200,218,1.8
Catherine Field,10856,1799,150.774858,499,3.5,-33.993545,2600,380,3
Woy Woy,14425,947,151.312108,5151,2.2,-33.484478,1700,335,1.3
Nashdale,12913,1713,149.018299,160,2.7,-33.296696,2600,200,2.4
Bingara,10365,760,150.644229,767,2,-30.05898,1049,165,1.6
Ocean Shores,13070,1096,153.543921,2371,2.4,-28.527523,1724,408,1.8
Mitchells Island,12652,1062,152.613924,216,2.5,-31.891725,1733,241,2.1
Appin (NSW),10063,2104,150.787479,876,3.2,-34.200891,2275,400,2.3
Black Mountain (NSW),10387,1520,151.650342,131,2.7,-30.308042,1733,200,2.3
Denistone East,11239,2129,151.097546,746,3.2,-33.797177,2200,600,1.9
Malabar,12453,1471,151.245969,1493,2.6,-33.965376,2600,137,1.7
Woollahra,14404,2529,151.24413,3649,2.2,-33.885795,3033,655,1.3
Bolwarra (NSW),10450,1706,151.572048,384,2.7,-32.712817,1733,350,2.3
Picketts Valley,13198,2687,151.412831,62,3.4,-33.456914,2500,820,2.5
Kurrajong,12218,2005,150.639331,1106,2.9,-33.541464,2253,350,2.5
Oakey Park,13055,1007,150.184,168,2.2,-33.4652,1083,250,1.5
Terrey Hills,13804,2391,151.22847,991,3.1,-33.683644,2890,650,2.4
Pearces Creek,13170,1208,153.443868,69,2.7,-28.776059,1733,400,2.2
Potts Hill,13255,1973,151.031087,295,3.3,-33.898247,2700,550,1.8
Warrawong,14167,762,150.887467,2095,2.4,-34.484382,1421,215,1.2
West Tamworth,14252,861,150.898483,2479,2.3,-31.105379,1213,230,1.3
Summer Hill (Inner West - NSW),13687,1940,151.1372,3339,2.3,-33.8935,2167,445,1.1
Cobbitty,10954,2100,150.691029,714,3,-34.015874,2641,500,2.3
Tascott,13772,1580,151.319442,705,2.5,-33.450818,1733,410,1.8
Warral,14163,1462,150.877953,152,2.5,-31.139251,1517,255,2.3
Lalor Park,12261,1251,150.930337,3106,2.6,-33.761339,1898,310,1.6
Medowie,12554,1762,151.86757,3348,3,-32.741486,1820,350,2.3
Highfields (NSW),11902,1756,151.712668,351,2.5,-32.955758,2167,340,1.8
Great Marlow,11745,1187,152.973203,73,2.5,-29.656228,2100,275,1.8
Run-o-Waters,13440,1843,149.671221,176,2.8,-34.770431,2059,263,2.6
Rankin Park,13315,1709,151.682894,969,2.6,-32.928388,1789,400,1.9
Eungai Creek,11458,905,152.881694,174,2.6,-30.831585,1092,250,2.1
Woodrising,14391,1418,151.605192,418,2.9,-32.982483,1453,333,2
Wiley Park,14293,1072,151.068194,3462,3.1,-33.922464,1690,350,1.4
Mount Burrell,12749,665,153.192669,126,2.1,-28.498824,1400,165,1.7
Huskisson,11966,864,150.670943,695,1.8,-35.03885,1560,248,1.5
Thuddungra,13853,1125,148.096299,47,2.5,-34.137462,1323,125,2.5
Vale Of Clwydd,14064,892,150.176542,258,2.2,-33.483955,1268,240,1.5
Emerald Hill,11412,1792,150.114688,59,2.6,-30.868526,1755,45,2
Main Arm,12445,1006,153.398364,271,2.5,-28.493455,1733,350,1.9
Carramar (NSW),10826,926,150.961884,1359,2.7,-33.884558,1335,290,1.4
Wybong,14436,1291,150.657226,68,2.8,-32.277754,2167,210,2.3
Sackville,13458,1786,150.926902,121,2.5,-33.489441,2080,300,2.8
Belmont South,10278,1026,151.654854,499,2.3,-33.05317,1700,250,1.6
Moree,12722,1270,149.846553,4356,2.4,-29.471256,1304,190,1.7
Cundletown,11161,1073,152.516666,827,2.5,-31.897697,1300,285,1.9
Tallawang,13731,1145,149.397065,96,2.7,-32.211532,2037,250,2.4
White Rock (NSW),14275,2033,149.614381,238,3.1,-33.470807,2167,90,2.5
Upper Taylors Arm,14045,737,152.689457,56,2,-30.781179,824,0,2
Calga,10752,1562,151.236467,58,2.5,-33.43835,2820,345,2.4
Seahampton,13511,1458,151.580565,113,2.7,-32.888493,1595,375,1.9
South Golden Beach,13581,1130,153.543567,396,2.5,-28.501252,1775,388,1.7
Belmont (NSW),10276,1040,151.660563,3370,2.3,-33.036057,1842,295,1.6
Turlinjah,13975,1350,150.090191,59,2.7,-36.033268,1579,150,2.3
Mirrabooka (NSW),12647,1244,151.555006,343,2.5,-33.108634,1653,313,1.9
The Channon,13816,939,153.278894,165,2.5,-28.673238,1322,250,1.9
Hillgrove (Armidale Regional - NSW),11907,987,138.8687,102,2.3,-35.0244,988,210,2.2
Faulconbridge,11496,1781,150.534998,1552,2.7,-33.696505,1950,380,1.9
Ashfield (NSW),10098,1632,151.127444,9731,2.5,-33.889498,2058,440,1.2
Carrs Creek,10834,1199,152.917205,55,2.6,-29.653051,1365,240,2.1
Emu Swamp,11419,2036,149.200205,61,2.8,-33.32574,1984,270,2.6
Charbon,10883,716,149.965119,64,2.1,-32.881265,650,150,1.7
Taree South,13765,767,152.463802,140,2.1,-31.922894,1626,220,1.9
Como (NSW),10996,2543,151.068288,1352,3.1,-34.004186,2600,550,1.9
Hamilton North,11840,1452,151.73779,411,2.3,-32.912413,1900,378,1.6
Cromer (NSW),11118,1998,151.278523,2778,2.9,-33.740353,2700,600,1.9
Nimbin,12965,651,153.222904,847,2,-28.59677,1083,225,1.4
Chiswick,10910,2220,151.135954,1424,2.2,-33.851437,2600,600,1.4
Tempe,13785,1912,151.160747,1362,2.7,-33.924777,2600,530,1.3
Darlington Point,11215,1131,146.010496,540,2.5,-34.557729,1083,170,1.9
Mount Vincent,12799,1875,149.904293,137,2.8,-32.984059,1767,198,2.5
Balaclava (NSW),10143,1213,135.068,191,2.7,-33.516,1789,380,2.2
Yellow Rock (Blue Mountains - NSW),14502,2206,150.629,340,3.1,-33.6933,2000,360,2.5
Wongarbon,14373,1554,148.756921,282,2.9,-32.334144,1387,260,2.3
Werrington Downs,14237,1898,150.733755,1123,3,-33.740586,1950,400,2.1
Moss Vale,12739,1228,150.373096,3711,2.4,-34.547608,1733,320,1.8
Captains Flat,10804,1388,149.445083,299,2.2,-35.552827,1417,285,1.8
Doonbah,11274,772,153.375933,108,2.1,-29.086621,1500,118,1.4
Trangie,13932,978,147.983937,567,2.2,-32.031887,819,150,2
South Granville,13583,957,151.006224,1848,3.3,-33.863022,2000,226,1.6
Kooringal (NSW),12193,1196,147.376284,3280,2.4,-35.135247,1387,250,1.6
Yass,14493,1470,149.096916,2751,2.5,-34.9072,1763,300,1.9
Kenthurst,12100,2604,151.005034,1580,3.4,-33.661023,2800,420,3
Wollongong,14358,1180,150.714224,9605,2.1,-34.507423,1751,350,1.3
Chinderah,10905,664,153.561345,961,1.8,-28.237776,1733,211,1.3
Seaham,13510,1940,151.721912,330,3.1,-32.657672,1950,400,2.6
South Penrith,13596,1573,150.703837,4444,2.8,-33.767176,2000,390,1.9
Little Bay,12349,2041,151.243206,1891,2.5,-33.981177,2622,570,1.6
Black Range (NSW),10388,1321,149.834693,76,3,-36.724891,1517,230,2.1
Allgomera,10040,959,152.831369,58,2.3,-30.816097,1300,230,1.9
Wangi Wangi,14135,1174,151.584366,1367,2.3,-33.071491,1733,300,1.8
Matcham,12520,2700,151.420834,339,3.2,-33.417004,3000,400,2.4
Fiddletown,11513,1875,151.055702,81,3.1,-33.602321,2967,275,2.5
Millbank (NSW),12616,725,152.649971,64,2,-30.846109,758,110,1.5
Lindfield,12339,2513,151.158141,3738,2.8,-33.784382,3000,554,1.7
Pottery Estate,13254,683,150.154533,64,2.1,-33.484868,1129,210,1.3
Angledale,10056,1160,149.857154,64,2.4,-36.63575,1083,260,2.4
Shell Cove,13532,2155,150.872594,1867,3.2,-34.588201,2194,550,2.2
Watsons Creek (NSW),14188,662,151.010763,78,2,-30.718587,1365,0,1.8
Shortland,13542,1038,151.691533,1732,2.4,-32.880873,1517,330,1.6
Armatree,10084,1228,148.407695,60,2.6,-31.453726,650,100,2.4
Cooranbong,11052,1232,151.453989,2112,2.6,-33.076609,1733,310,2
Ungarie,14011,945,146.974678,287,2.2,-33.639341,542,43,1.8
Evans Head,11469,900,153.436052,1809,2.1,-29.120479,1517,260,1.5
Gormans Hill,11720,881,149.590433,374,2.1,-33.43404,1517,200,1.4
Curlewis (NSW),11169,1100,150.264679,334,2.5,-31.117342,1000,210,2.1
Brooklet,10598,1875,153.51553,112,2.7,-28.730711,2000,300,2.1
Gymea,11826,1763,151.086087,3288,2.5,-34.048156,2383,460,1.6
Eungai Rail,11459,788,152.900574,91,2.8,-30.846274,1086,260,1.8
Sutton (NSW),13702,2371,149.25297,578,2.9,-35.161199,2600,350,2.7
Failford,11476,789,152.454662,242,2.2,-32.091921,1440,310,2
Raby,13303,1796,148.041856,2009,3,-35.687207,1900,400,2.1
Glenfield (NSW),11664,1757,150.894517,3205,3,-33.971305,2000,390,1.7
Oaklands,13059,858,146.167771,176,2.4,-35.557882,867,57,1.9
Spring Farm (NSW),13612,2145,150.727716,1560,2.9,-34.070247,2300,497,2
Fingal Bay,11518,908,152.170141,1165,2.1,-32.748113,1300,335,1.6
Boambee East,10422,1166,153.084224,2107,2.6,-30.34062,1517,350,1.8
Carwoola,10841,2630,149.336975,532,2.9,-35.365294,2600,350,2.6
Bendolba,10291,942,151.725998,82,2.6,-32.326976,1864,258,1.7
Boat Harbour (Lismore - NSW),10424,1550,153.368,56,2.8,-28.7772,1545,375,2.5
Firefly,11521,1052,152.244923,124,2.4,-32.082569,1300,270,2.2
Napoleon Reef,12893,1235,149.750769,61,2.3,-33.4235,1509,200,2.7
Brownlow Hill,10609,2299,150.657016,101,3,-34.034824,2373,390,2.6
Upper Rollands Plains,14043,749,152.624248,49,3.2,-31.23771,1777,320,2.1
Cremorne Point,11113,2506,151.228231,1306,2.1,-33.84447,3000,600,1.4
Lewisham (NSW),12313,1974,151.144413,1447,2.3,-33.894902,2510,470,1.2
Cambridge Park,10768,1429,150.725439,2557,2.7,-33.75152,1749,360,1.7
Harefield,11853,1812,147.566468,55,3,-34.969758,2383,0,2.9
Kangaroo Point (NSW),12060,3422,151.096235,200,3,-33.997972,4000,850,2.4
Toormina,13912,876,153.090285,2746,2.3,-30.35262,1473,280,1.5
Forest Reefs,11547,2013,149.10924,189,3,-33.453985,2300,200,2.4
Eden,11375,852,149.903702,1562,2.2,-37.06319,1387,230,1.6
Armidale,10085,1201,151.171098,9832,2.4,-33.899362,1452,260,1.7
Mullumbimby,12828,998,153.46472,1717,2.4,-28.558202,1560,380,1.7
Pendle Hill,13182,1504,150.955614,2595,2.8,-33.801912,2000,400,1.4
